,ZIPCODE,RACE: Non-White alone: Total population -- (Estimate)_DENSITY,LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER: Spanish: Population 5 years and over -- (Estimate)_DENSITY,"LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER: Spanish: Speak English less than ""very well"": Population 5 years and over -- (Estimate)_DENSITY",POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE: Income in the past 12 months below poverty level: Population for whom poverty status is determined -- (Estimate)_DENSITY,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY POVERTY STATUS IN THE PAST 12 MONTHS FOR HOUSEHOLDS: Household received Food Stamps/SNAP in the past 12 months: Households -- (Estimate)_DENSITY,OCCUPATION BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Service occupations: Healthcare support occupations: Civilian employed population 16 years and over with earnings -- (Estimate)_DENSITY,ALLOCATION OF MORTGAGE STATUS: Allocated: Owner-occupied housing units -- (Estimate)_DENSITY,geometry,RACE: Non-White alone: Total population -- (Estimate)_POP_DENS_PERCENTILE_DENSITY,LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER: Spanish: Population 5 years and over -- (Estimate)_POP_DENS_PERCENTILE_DENSITY,"LANGUAGE SPOKEN AT HOME FOR THE POPULATION 5 YEARS AND OVER: Spanish: Speak English less than ""very well"": Population 5 years and over -- (Estimate)_POP_DENS_PERCENTILE_DENSITY",POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE: Income in the past 12 months below poverty level: Population for whom poverty status is determined -- (Estimate)_POP_DENS_PERCENTILE_DENSITY,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY POVERTY STATUS IN THE PAST 12 MONTHS FOR HOUSEHOLDS: Household received Food Stamps/SNAP in the past 12 months: Households -- (Estimate)_POP_DENS_PERCENTILE_DENSITY,OCCUPATION BY MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS) FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER: Service occupations: Healthcare support occupations: Civilian employed population 16 years and over with earnings -- (Estimate)_POP_DENS_PERCENTILE_DENSITY,ALLOCATION OF MORTGAGE STATUS: Allocated: Owner-occupied housing units -- (Estimate)_POP_DENS_PERCENTILE_DENSITY,ad_score,ad_score_scaled
138,30248,0.29075299130239785,0.03480618700864612,0.00965227919984993,0.13392186639520717,0.11398708277868165,0.3524188846206613,0.024962649402390437,,43.869209809264305,16.348773841961854,10.899182561307901,13.623978201634877,15.66757493188011,42.09809264305177,18.66485013623978,161.1716621253406,0.2410152740341419
139,30250,0.5615532911043789,0.20076991412496298,0.13355048859934854,0.18472727272727274,0.22275449101796407,0.9940165289256199,0.025906735751295335,,92.91553133514986,97.82016348773843,99.1825613079019,27.111716621253407,87.19346049046321,99.4550408719346,21.11716621253406,524.7956403269754,0.8405211141060196
140,30251,0.26902193585752554,0.046388590706946786,0.016485201656187703,0.1963092124382447,0.1718811106765741,0.11342051090109478,0.027161138678506138,,32.01634877384196,38.69209809264305,26.430517711171664,32.9700272479564,33.65122615803815,5.722070844686648,24.931880108991827,194.41416893732972,0.29582210242587603
141,30252,0.3529142648000732,0.03557900870860177,0.008438818565400843,0.10046282011724776,0.09886614173228346,0.33564826460190345,0.02924396568920806,,70.70844686648502,17.166212534059945,8.991825613079019,7.629427792915531,10.626702997275205,37.87465940054496,30.653950953678475,183.65122615803816,0.2780772686433064
142,30253,0.5219744699501452,0.0521792868636459,0.010704041416944568,0.12233746577934074,0.12015226444560125,0.4070507494652329,0.028819411144145008,,90.87193460490464,52.724795640326974,12.125340599455042,12.26158038147139,17.302452316076295,59.536784741144416,28.474114441416894,273.2970027247956,0.4258760107816711
143,30256,0.2959197350029678,0.06184685148923014,0.02961970524580027,0.20694367712482917,0.19612488811667456,0.4397781679490679,0.027884990676091764,,46.59400544959128,69.20980926430518,71.7983651226158,41.689373297002724,58.44686648501362,68.66485013623978,26.70299727520436,383.1062670299728,0.6069182389937107
144,30257,0.23928118286999234,0.06267146091357038,0.030816353708882673,0.21063803465272396,0.18151388495324455,0.6544749696536123,0.03861013183947457,,17.029972752043598,71.2534059945504,74.79564032697547,45.64032697547684,41.28065395095368,94.82288828337875,59.12806539509537,403.95095367847404,0.6412848158131175
145,30258,0.3210391185303787,0.06356777780040318,0.029780691930196095,0.20187830596198855,0.1993143714178585,0.2892780185966177,0.030571842748653152,,60.490463215258856,72.6158038147139,72.34332425068119,37.05722070844686,63.079019073569484,25.47683923705722,35.013623978201636,366.0762942779291,0.5788409703504042
146,30259,0.1003528892809881,0.0055274067250115156,0.00046061722708429296,0.0954807266282676,0.11190476190476191,0.7460577864838394,0.048270893371757925,,2.1798365122615806,0.4087193460490463,0.2724795640326976,7.220708446866485,14.713896457765667,97.13896457765668,87.32970027247957,209.26430517711174,0.3203054806828392
147,30260,0.773540290843988,0.13600103408797135,0.06952395021605053,0.24067212858111986,0.22035080725533188,0.4493335141473688,0.019944598337950138,,97.27520435967303,94.6866485013624,95.50408719346049,78.33787465940054,85.69482288828338,70.84468664850137,8.85558583106267,531.1989100817439,0.8510781671159029
148,30263,0.25604018345558316,0.06231658502127757,0.03065578571961844,0.19102066505821882,0.15209826919038905,0.6237750685369507,0.03689390099679,,23.160762942779293,70.84468664850137,74.38692098092643,29.97275204359673,25.068119891008173,94.4141689373297,54.223433242506815,372.0708446866485,0.5887241689128481
149,30265,0.2264464889957773,0.07156176808437635,0.03489326152790417,0.09218168489906395,0.074479227278017,0.38112452362283694,0.029180452351250205,,14.30517711171662,81.33514986376022,82.01634877384195,6.130790190735695,7.76566757493188,50.95367847411444,30.381471389645778,272.88828337874656,0.42520215633423175
150,30268,0.4229034242362108,0.06344533894351083,0.03237162901570228,0.190698489580014,0.19035549631830795,0.3365074879460976,0.03740930808706423,,84.46866485013624,72.47956403269755,77.11171662125341,29.564032697547685,50.2724795640327,38.14713896457766,56.26702997275204,408.3106267029973,0.6484725965858041
151,30269,0.17121197442356131,0.06224833489502874,0.02334945678324512,0.06577220358757474,0.040622884224779957,0.22693557348381463,0.03466499462558223,,6.948228882833788,70.70844686648502,51.771117166212534,1.771117166212534,2.043596730245232,13.896457765667575,46.18528610354223,193.32425068119895,0.29402515723270445
152,30273,0.7522380503072285,0.075238379022646,0.03228049264998013,0.148352409082518,0.163151364764268,0.23873007279652741,0.014878857947119734,,96.73024523160763,84.74114441416894,76.83923705722071,17.029972752043598,30.108991825613078,15.122615803814714,3.2697547683923704,323.84196185286106,0.5092093441150045
153,30274,0.862543407345049,0.11287500717030918,0.05195606034532209,0.28307085049737074,0.29752913045128476,0.5811138080414481,0.02767022381716876,,98.77384196185287,92.91553133514986,92.09809264305177,94.6866485013624,99.04632152588556,91.68937329700273,26.021798365122617,595.2316076294279,0.956648697214735
154,30275,0.14431879375336565,0.024939776108828113,0.010769448774266686,0.20363833831115938,0.11115297663903542,0.9232140248356464,0.01913662661326213,,5.177111716621253,7.356948228882834,12.534059945504087,38.41961852861036,14.30517711171662,99.1825613079019,6.948228882833788,183.92370572207082,0.27852650494159925
155,30276,0.16404164763026907,0.03643312101910828,0.009197452229299363,0.10887106486499507,0.10023214529564387,0.20495917806272645,0.024126455906821963,,6.539509536784741,18.66485013623978,10.08174386920981,8.85558583106267,11.307901907356948,12.125340599455042,16.4850136239782,84.0599455040872,0.11388140161725067
156,30277,0.13290381960423378,0.07374374592125299,0.03429773040388659,0.06713732004429679,0.06371371046307722,0.3206772620961611,0.029525032092426188,,4.223433242506812,83.37874659400545,80.65395095367847,2.043596730245232,5.722070844686648,34.87738419618529,32.15258855585831,243.05177111716623,0.37601078167115903
157,30281,0.5941743492763901,0.0640162165696724,0.020719096505403968,0.14254563359476666,0.13196214051692756,0.34190220389293124,0.02230085885952302,,94.27792915531334,73.56948228882834,40.87193460490463,16.076294277929154,19.754768392370572,39.91825613079019,13.215258855585832,297.68392370572207,0.4660826594788859
158,30284,0.11007887817703768,0.01904578684109273,0.00923432089265102,0.20806310254163016,0.20104562737642587,0.8752045535396656,0.028936742934051143,,2.4523160762942777,3.4059945504087192,10.354223433242506,43.46049046321526,65.25885558583106,98.91008174386921,29.019073569482288,252.86103542234332,0.3921832884097035
159,30285,0.32522448573489543,0.05735594800461899,0.027528524360916594,0.22451656712502122,0.20945097118875713,0.4949053723951998,0.039659626196626656,,63.35149863760218,64.30517711171662,65.80381471389646,63.21525885558583,76.02179836512262,80.10899182561307,64.30517711171662,477.1117166212534,0.7619047619047618
160,30286,0.3020976595304456,0.057233605889826365,0.02734143401635339,0.21094847048109713,0.1991042624751184,0.3943834796732082,0.03601192045993987,,51.36239782016349,63.76021798365122,64.71389645776567,45.91280653950954,62.12534059945504,55.0408719346049,50.40871934604905,393.3242506811989,0.6237646001796945
161,30288,0.823716761721354,0.10979668765288528,0.05854753980029675,0.18711988358643333,0.21395510298542003,0.5105494522777853,0.034861509073543455,,98.09264305177112,92.50681198910081,93.73297002724796,28.201634877384198,81.88010899182561,82.56130790190736,46.59400544959128,523.5694822888283,0.8384995507637016
162,30289,0.12746313903817005,0.06772793053545587,0.012445730824891461,0.0939782279178724,0.06151480199923107,0.717982212340189,0.012113055181695828,,3.678474114441417,77.11171662125341,16.076294277929154,6.539509536784741,5.313351498637602,97.00272479564033,1.771117166212534,207.4931880108992,0.3173854447439353
163,30290,0.2996509598603839,0.0867992766726944,0.040246673158065564,0.06722910624835222,0.046493805083663305,0.0,0.01769472465685464,,49.7275204359673,88.28337874659401,87.19346049046321,2.1798365122615806,2.861035422343324,2.997275204359673,5.449591280653951,238.69209809264302,0.36882300089847253
164,30291,0.8364036334794906,0.06383357616966165,0.02910798122065728,0.2248136461334431,0.2400609623339865,0.5313698784190731,0.055915721231766614,,98.50136239782016,73.16076294277929,70.57220708446866,63.48773841961853,93.8692098092643,86.64850136239782,96.59400544959128,582.8337874659401,0.9362084456424078
165,30292,0.270346261988214,0.05159876074121705,0.02353422575553867,0.1925064451446577,0.18772966184473697,0.4436433299643389,0.0333891680625349,,32.42506811989101,50.817438692098094,52.17983651226158,31.19891008174387,47.13896457765667,69.34604904632153,42.09809264305177,325.2043596730245,0.5114555256064689
166,30293,0.3292305383042197,0.08052517291298053,0.04570130287920219,0.24429925444162437,0.20856085022507526,0.38963798364745217,0.051466655695890075,,64.57765667574932,86.78474114441417,90.32697547683924,80.24523160762942,74.38692098092643,53.13351498637602,92.91553133514986,542.3705722070845,0.8694968553459119
167,30294,0.8349025974025974,0.06499580111777141,0.02580140734949179,0.11362585977217736,0.17375077752436244,0.536069434752268,0.023358990806072268,,98.36512261580381,74.25068119891009,60.217983651226156,10.08174386920981,35.83106267029973,87.60217983651226,15.53133514986376,381.88010899182564,0.6048966756513926
168,30295,0.26687926246711274,0.059340528620252644,0.029386601027593117,0.21940708195388023,0.19232240175925042,0.5750034581827846,0.035019117135905456,,30.245231607629428,67.02997275204359,71.2534059945504,56.94822888283379,52.86103542234333,90.87193460490464,47.54768392370572,416.7574931880109,0.6623989218328841
169,30296,0.9011936753952878,0.0522093722842436,0.02419947857477104,0.21685386208194768,0.2566515047666521,0.31433584878835386,0.03342976534876246,,99.04632152588556,52.997275204359674,54.223433242506815,52.86103542234333,96.59400544959128,32.28882833787466,42.23433242506812,430.24523160762953,0.6846361185983828
170,30297,0.6910567340469418,0.2283217620301652,0.12844146516638735,0.2875150982760514,0.28488957508223134,0.5145093394369128,0.028447575182877268,,95.91280653950953,98.6376021798365,98.91008174386921,95.36784741144415,98.77384196185287,83.37874659400545,27.384196185286104,598.3651226158038,0.9618149146451032
171,30303,0.5421684957749825,0.04215412602327259,0.011448107141736975,0.32452953073047,0.2346392225878032,0.1814846804851133,0.02596100278551532,,92.23433242506812,28.88283378746594,13.215258855585832,97.68392370572207,92.64305177111717,9.945504087193461,21.525885558583106,356.1307901907357,0.5624438454627133
172,30305,0.15690048325348843,0.0228493138576448,0.006342120964355954,0.050564400640215654,0.026014568158168574,0.0,0.028573490150804532,,5.722070844686648,5.858310626702997,5.313351498637602,0.4087193460490463,0.8174386920980926,2.997275204359673,27.79291553133515,48.91008174386921,0.05592991913746631
173,30306,0.2640684434671621,0.05033964095099466,0.016469890560138013,0.2164659615211608,0.15337527894867345,0.17753677159873948,0.026657754010695187,,26.839237057220707,48.91008174386921,26.294277929155314,52.58855585831063,25.47683923705722,9.809264305177111,23.29700272479564,213.21525885558586,0.3268194070080863
174,30307,0.3356284958591684,0.043619833944060486,0.014685282248712834,0.22140659826477793,0.1761494574337174,0.25375239068188277,0.029185867895545316,,66.62125340599455,32.9700272479564,21.38964577656676,58.99182561307902,37.32970027247956,17.166212534059945,30.517711171662125,264.9863760217984,0.41217430368373764
175,30308,0.3692820858848842,0.16548944544792818,0.07425929420645405,0.2468651260325602,0.1705520298497943,0.18155769180703443,0.01917630876284489,,74.52316076294278,96.86648501362397,96.04904632152588,81.47138964577657,32.9700272479564,10.08174386920981,7.084468664850136,399.0463215258855,0.6331985624438453
176,30309,0.3032683981358434,0.1711019416841858,0.08515597456354543,0.21246752920013334,0.13777372262773724,0.2250390242014552,0.027039206849932402,,51.90735694822888,97.13896457765668,97.00272479564033,47.68392370572207,21.25340599455041,13.487738419618529,24.114441416893733,352.58855585831066,0.5566037735849056
177,30310,0.8750725170857329,0.030939933852555213,0.01376293609303318,0.3547863310945457,0.36448823647697565,0.40738955879595473,0.03608127043437646,,98.91008174386921,11.989100817438691,20.16348773841962,98.91008174386921,99.7275204359673,59.67302452316076,50.95367847411444,440.32697547683927,0.7012578616352201
178,30311,0.9701692355222958,0.03611424763526646,0.02137978268515262,0.3812584223074531,0.3863755792289686,0.11895472018191335,0.024341279799247176,,99.86376021798365,17.71117166212534,43.18801089918256,99.31880108991825,100.0,6.267029972752043,17.166212534059945,383.5149863760218,0.60759209344115
179,30312,0.5199217270546648,0.04742662410258482,0.014978246521463881,0.261597591786271,0.19423972643122459,0.095619230624746,0.031218163295008004,,90.73569482288828,42.09809264305177,21.798365122615802,87.19346049046321,55.0408719346049,4.768392370572207,36.64850136239782,338.283378746594,0.5330188679245282
180,30313,0.4745537661943512,0.11189574117787078,0.04625790966615754,0.3000206696982224,0.18193988888145124,0.32550823868953815,0.019611470860314523,,88.28337874659401,92.77929155313352,90.73569482288828,96.59400544959128,41.689373297002724,35.83106267029973,8.174386920980927,454.0871934604904,0.7239442946990116
181,30314,0.8059526754060516,0.03702275356729657,0.01546120674543351,0.3373347975915477,0.30278093076049944,0.30342009929609937,0.040493225757345104,,97.82016348773843,19.482288828337875,22.752043596730246,98.09264305177112,99.1825613079019,29.155313351498638,67.02997275204359,433.5149863760218,0.6900269541778975
182,30315,0.7676698957331953,0.05378118629259295,0.023314888522149954,0.3799292335772267,0.3167407653633606,0.32923977997912396,0.06439393939393939,,97.13896457765668,57.90190735694823,51.49863760217983,99.1825613079019,99.59128065395096,36.37602179836512,99.4550408719346,541.1444141689373,0.8674752920035936
183,30316,0.5983814008240141,0.05082483074282445,0.016719112552048568,0.18627702815007327,0.17605105105105104,0.30470415993024086,0.03594173655337663,,94.55040871934605,49.7275204359673,27.384196185286104,27.6566757493188,37.19346049046322,29.564032697547685,50.0,316.07629427792915,0.4964061096136568
184,30317,0.4735389226279675,0.029505445578464278,0.00510308925268854,0.1972542771152206,0.19012423337002674,0.2795325365531467,0.02457757296466974,,88.14713896457765,11.1716621253406,3.8147138964577656,33.65122615803815,49.86376021798365,21.662125340599456,17.57493188010899,225.88555858310627,0.3477088948787062
185,30318,0.4487850580270793,0.07284993516747333,0.031337860911763576,0.23641029732461039,0.17741780887568293,0.2038086228112388,0.029087127184889455,,86.64850136239782,82.42506811989101,75.20435967302453,74.38692098092643,37.73841961852861,11.989100817438691,29.564032697547685,397.9564032697548,0.6314016172506738
186,30319,0.2531191049242178,0.14028924741844553,0.08394124396220802,0.11282790734591827,0.0449193986596631,0.05529468516784427,0.02537498590278561,,21.25340599455041,95.77656675749319,96.86648501362397,9.673024523160763,2.316076294277929,3.8147138964577656,19.754768392370572,249.45504087193459,0.38656783468104217
187,30322,0.5092405913978495,0.03247518088507488,0.0008413259296651522,0.3073170731707317,0.0,0.0,0.04242424242424243,,89.9182561307902,13.079019073569482,0.5449591280653951,97.00272479564033,0.0,2.997275204359673,72.75204359673025,276.2942779291553,0.4308176100628931
188,30324,0.31019645957781394,0.06922835597178811,0.030198807850063326,0.19633577912085462,0.11563950457941373,0.17556892492806697,0.027157905246867356,,55.858310626702995,78.47411444141689,73.29700272479565,33.10626702997275,15.940054495912806,9.673024523160763,24.795640326975477,291.1444141689373,0.4553009883198562
189,30326,0.22936029378428616,0.06493879112471308,0.0212796480489671,0.054717067165199945,0.01924453992123165,0.10291039152122684,0.038493723849372385,,14.850136239782016,74.11444141689373,42.915531335149865,0.9536784741144414,0.6811989100817438,5.040871934604905,58.71934604904632,197.275204359673,0.30053908355795145
190,30327,0.1868609284239835,0.08549745348192224,0.04399677272956482,0.08607081653834085,0.05395470176686826,0.0,0.021566901408450703,,8.719346049046322,88.0108991825613,89.50953678474114,4.223433242506812,3.4059945504087192,2.997275204359673,11.716621253405995,208.58310626703,0.31918238993710696
191,30328,0.4038140864455679,0.07151706754389713,0.022343743324646472,0.10895310279488395,0.0604582651391162,0.2404446313499567,0.02492509721425384,,80.79019073569482,81.19891008174388,47.13896457765667,8.991825613079019,4.768392370572207,15.39509536784741,18.392370572207085,256.6757493188011,0.3984725965858041
192,30329,0.3800854836156403,0.24700913503803082,0.16374269005847952,0.21845792141219095,0.0615739067582219,0.21968478944125536,0.013657056145675266,,76.70299727520435,99.04632152588556,99.31880108991825,55.3133514986376,5.449591280653951,13.079019073569482,2.861035422343324,351.77111716621255,0.5552560646900269
193,30331,0.8262879402151653,0.0293187697614257,0.009781905720034493,0.1947323333277342,0.20425012900501946,0.27873879267713814,0.020120471848071614,,98.22888283378747,10.899182561307901,11.035422343324251,32.01634877384196,69.48228882833787,21.25340599455041,9.128065395095367,252.04359673024524,0.3908355795148248
194,30332,0.33631172994089953,0.10768553643661057,0.04822585039716639,0.25666567548815544,0.18753548224310856,0.3060678652997441,0.021908127208480566,,67.02997275204359,91.96185286103542,91.28065395095368,85.83106267029973,47.002724795640326,30.245231607629428,12.534059945504087,425.8855585831063,0.6774483378256962
195,30334,0.6672694394213382,0.025547445255474453,0.0072992700729927005,0.5285472018089316,0.07606973058637084,0.0,0.05652173913043478,,95.64032697547684,7.629427792915531,6.67574931880109,99.7275204359673,8.174386920980927,2.997275204359673,97.13896457765668,317.9836512261581,0.4995507637017072
196,30336,0.9787165637860082,0.02021921165497992,0.0018381101504527197,0.1631284188590779,0.15553977272727273,0.5286469784300909,0.010852713178294573,,100.0,3.8147138964577656,1.0899182561307903,20.844686648501362,26.430517711171664,85.96730245231608,1.0899182561307903,239.23705722070846,0.3697214734950584
197,30337,0.7179635188178249,0.04149957357237475,0.013518663013300913,0.2888099231190741,0.2456470588235294,0.28905325693216916,0.04291451520367183,,96.32152588555859,27.52043596730245,18.392370572207085,95.50408719346049,95.09536784741144,25.340599455040874,73.84196185286103,432.01634877384197,0.6875561545372866
198,30338,0.3357131983559141,0.10304395730895098,0.05198243681034057,0.09070816693595098,0.029279776355477082,0.05339973463712536,0.016891120748687514,,66.7574931880109,91.55313351498637,92.23433242506812,5.722070844686648,1.2261580381471389,3.4059945504087192,4.4959128065395095,265.39509536784743,0.41284815813117703
199,30339,0.4321964285714286,0.06899381632185662,0.022444461409267882,0.0915447504302926,0.0466649383356172,0.12163709066199722,0.021873193293505493,,85.28610354223433,78.2016348773842,48.09264305177112,5.858310626702997,2.997275204359673,6.539509536784741,12.26158038147139,239.23705722070846,0.3697214734950584
200,30340,0.4394101113601594,0.33311998138019316,0.19054268978626013,0.19943372220131533,0.12559713375796178,0.34027471567510004,0.021389144434222632,,85.96730245231608,99.59128065395096,99.7275204359673,35.694822888283376,18.66485013623978,39.237057220708444,11.1716621253406,390.0544959128066,0.6183737646001797
201,30341,0.3393918910461026,0.19438641235043547,0.1327834604010093,0.1763903966070031,0.09083657711696765,0.155255196958667,0.019398352632207235,,67.84741144414168,97.68392370572207,99.04632152588556,25.885558583106267,9.673024523160763,8.038147138964577,7.629427792915531,315.80381471389643,0.4959568733153638
202,30342,0.21131624385708594,0.14024246426718243,0.07431954337468749,0.09434677851151169,0.04624876860061181,0.0,0.02599359578074967,,11.989100817438691,95.64032697547684,96.18528610354224,6.8119891008174385,2.7247956403269753,2.997275204359673,21.662125340599456,238.01089918256133,0.3676999101527404
203,30344,0.7301443748297467,0.07677849492871835,0.029517459867130058,0.3340258891366008,0.2646690909090909,0.2794389693094408,0.03733807467614935,,96.45776566757493,85.28610354223433,71.38964577656675,97.95640326975477,97.68392370572207,21.525885558583106,56.130790190735695,526.4305177111717,0.843216531895777
204,30345,0.30914262494920763,0.15807458905320215,0.09518058092264184,0.1685387146781256,0.06538925365134664,0.0,0.016643709825528007,,55.0408719346049,96.59400544959128,97.41144414168937,23.29700272479564,6.267029972752043,2.997275204359673,4.359673024523161,285.967302452316,0.446765498652291
205,30346,0.4555704319639208,0.045047848751264295,0.02645296817863534,0.0720879430625044,0.005177402162326785,0.17197558308774014,0.04021813224267212,,87.46594005449592,36.37602179836512,62.53405994550409,2.7247956403269753,0.2724795640326976,9.264305177111716,66.2125340599455,264.850136239782,0.41194968553459116
206,30349,0.7964216909163219,0.046134969325153374,0.019576129392080314,0.1858259015829498,0.20320540229715583,0.4782629271078577,0.035816315733784784,,97.54768392370572,37.87465940054496,37.60217983651226,27.52043596730245,67.98365122615805,76.97547683923706,49.31880108991825,394.8228882833788,0.6262353998203055
207,30350,0.4017519572829539,0.055812446250296015,0.019007141699799335,0.10408774145269165,0.05586920067076579,0.1567185136200165,0.01658200502131138,,80.51771117166213,61.85286103542234,35.55858310626703,8.038147138964577,3.9509536784741144,8.310626702997276,4.223433242506812,202.4523160762943,0.3090745732255166
208,30354,0.7441181242901185,0.09535588536791906,0.040268306814636536,0.3373564512497185,0.3094226742446904,0.242447157368157,0.06307515337423313,,96.59400544959128,90.59945504087193,87.32970027247957,98.22888283378747,99.4550408719346,15.53133514986376,99.31880108991825,587.0572207084468,0.9431716082659477
209,30360,0.4082312988752843,0.2905518537502136,0.1697590978985136,0.1813044428486684,0.11776581426648722,0.4104300738348317,0.024688752901456005,,81.74386920980926,99.4550408719346,99.4550408719346,26.56675749318801,16.4850136239782,60.08174386920981,17.983651226158038,401.7711171662125,0.6376909254267743
210,30363,0.3037109679026182,0.0695094613305202,0.032356431726775235,0.23670559887553963,0.17798845836768343,0.26227236737925574,0.03944467129440588,,52.31607629427793,79.01907356948229,76.97547683923706,75.06811989100818,38.14713896457766,18.80108991825613,62.26158038147139,402.58855585831066,0.6390386343216532
211,30401,0.29930518304737297,0.06399233348276241,0.03241089955412867,0.23930728283337732,0.20488736212050476,0.46313084694186096,0.049620804044756855,,49.04632152588556,73.433242506812,77.24795640326975,77.11171662125341,70.16348773841962,74.11444141689373,90.19073569482289,511.30790190735695,0.818283917340521
212,30410,0.37257725499706945,0.04653197966272771,0.024342447881713098,0.2658658043121387,0.22766558335580375,0.3628569636559254,0.03871120282004987,,75.74931880108991,40.463215258855584,55.177111716621255,89.1008174386921,89.3732970027248,45.36784741144414,60.08174386920981,455.3133514986376,0.7259658580413296
213,30411,0.3174717020499713,0.049613841661436016,0.030537892639794777,0.23544016350011354,0.1994887881956547,0.2814599858667882,0.0327808277027027,,58.44686648501362,47.956403269754766,73.84196185286103,73.29700272479565,63.21525885558583,22.752043596730246,40.59945504087194,380.1089918256131,0.6019766397124887
214,30412,0.41311940828181326,0.04253242225631014,0.021794131123373906,0.27687852098706656,0.220717569458325,0.31805071375517086,0.027388684560607245,,82.97002724795641,31.47138964577657,45.91280653950954,93.3242506811989,86.64850136239782,34.059945504087196,25.749318801089917,400.1362397820164,0.6349955076370171
215,30413,0.29563859888769634,0.04036369306800053,0.014058320438542828,0.23398140255108824,0.20601116271490263,0.3566145522042545,0.04482571046325291,,46.45776566757493,25.340599455040874,20.572207084468666,71.66212534059946,71.11716621253406,43.32425068119891,78.7465940054496,357.2207084468665,0.564240790655885
216,30415,0.17702789872601193,0.022794086319287633,0.009032422990072855,0.2002817952011935,0.166686286050618,0.6563923458062887,0.024516821760916248,,7.629427792915531,5.722070844686648,9.809264305177111,35.967302452316076,31.607629427792915,94.95912806539509,17.302452316076295,202.99727520435968,0.30997304582210244
217,30417,0.2906909842475701,0.05440973803594982,0.026438909557636232,0.22343436950903633,0.19559058805166427,0.48925803043083155,0.04353069676421062,,43.73297002724796,58.99182561307902,62.39782016348774,62.53405994550409,56.94822888283379,79.29155313351498,75.74931880108991,439.6457765667575,0.7001347708894878
218,30420,0.35754309897005754,0.04800752598080287,0.025282591759638987,0.2616511672044031,0.23042159719331629,0.3781332342565405,0.04299896280930508,,72.20708446866485,43.46049046321526,58.44686648501362,87.46594005449592,90.87193460490464,49.31880108991825,74.11444141689373,475.8855585831063,0.7598831985624438
219,30421,0.29909205975861347,0.05593023620565262,0.028012171021675712,0.23238934245241358,0.19543945226411213,0.3091336805490175,0.029178586023702494,,48.63760217983651,61.98910081743869,67.43869209809264,69.07356948228883,56.81198910081744,31.19891008174387,30.245231607629428,365.3950953678474,0.5777178796046719
220,30423,0.38712656165127646,0.07051724137931034,0.03199712643678161,0.2304346586047573,0.22068410154152926,0.52033590648874,0.056223882487020385,,78.06539509536785,79.97275204359673,76.566757493188,67.84741144414168,86.10354223433242,84.19618528610354,97.00272479564033,569.7547683923706,0.9146451033243486
221,30425,0.2608736437259623,0.0488755423562273,0.023265656108430764,0.20663280741154655,0.18708056872037915,0.5244864605479476,0.04410339471343414,,24.795640326975477,45.64032697547684,51.36239782016349,40.87193460490463,46.86648501362398,85.14986376021798,76.97547683923706,371.6621253405994,0.5880503144654087
222,30426,0.3182317731331567,0.032816715818535486,0.015048838133483925,0.24151286848359205,0.20985167551730452,0.4574489957415715,0.05318418608407705,,58.85558583106267,13.215258855585832,21.934604904632153,79.01907356948229,77.24795640326975,72.6158038147139,94.55040871934605,417.4386920980927,0.6635220125786163
223,30427,0.32296950362953175,0.051961738002594036,0.026868883386393115,0.24171842277604658,0.20640374558704147,0.5117822662424385,0.04319569170907758,,61.98910081743869,52.31607629427793,63.62397820163488,79.29155313351498,72.0708446866485,82.83378746594005,74.65940054495913,486.78474114441417,0.7778526504941599
224,30428,0.3527393997141496,0.028450064210214364,0.01363232243406105,0.2513778733700766,0.19596354166666666,0.17290498886462177,0.016238159675236806,,70.57220708446866,9.536784741144414,18.93732970027248,82.97002724795641,58.17438692098093,9.400544959128066,3.9509536784741144,253.5422343324251,0.3933063791554358
225,30429,0.2761574594460286,0.028817139408569704,0.012761516797425066,0.22144206091714688,0.19919517102615694,0.42655841887238183,0.054262092559156136,,35.28610354223433,10.217983651226158,16.893732970027248,59.536784741144416,62.80653950953678,64.30517711171662,95.64032697547684,344.6866485013624,0.5435759209344114
226,30434,0.27500798977309043,0.0389360573096312,0.0160520031838684,0.22111562627367265,0.20348024895211483,0.41480262151182945,0.04645837949627003,,34.741144414168936,21.934604904632153,25.204359673024523,58.71934604904632,68.11989100817439,61.444141689373296,82.6975476839237,352.8610354223433,0.5570530098831985
227,30436,0.274800460783126,0.06944420100608206,0.03592492945156258,0.2346469833119384,0.19505329465680302,0.488452346533959,0.04706180987434953,,34.19618528610354,78.88283378746594,82.83378746594005,72.47956403269755,56.26702997275204,79.15531335149863,84.19618528610354,488.0108991825613,0.7798742138364778
