TRACT,ZIP_CODE
970100,30547
970200,30547
970400,30547
180103,30548
180105,30548
050609,30548
050610,30548
001608,30548
010101,30548
010102,30548
010703,30548
010101,30549
010102,30549
010200,30549
010500,30549
010600,30549
010701,30549
010702,30549
010703,30549
970301,30552
970302,30552
890101,30553
890102,30553
890400,30553
960100,30553
960200,30553
970100,30554
970200,30554
970300,30554
000101,30554
000102,30554
000201,30554
050200,30555
050300,30555
890102,30557
890200,30557
970200,30557
970400,30557
970200,30558
970300,30558
010200,30558
010300,30558
050100,30559
050200,30559
050100,30560
050500,30560
000101,30560
970100,30562
000100,30563
000300,30563
000400,30563
000500,30563
000203,30564
000303,30564
000305,30564
960101,30564
950201,30564
010500,30565
020100,30565
020500,30565
001402,30566
001403,30566
001404,30566
001201,30567
010101,30567
010103,30567
010200,30567
970100,30568
950100,30571
950202,30571
950203,30571
050500,30572
000201,30572
000100,30573
970301,30573
970302,30573
001202,30575
010101,30575
970201,30576
970301,30576
970302,30576
970100,30577
890200,30577
000100,30577
970100,30577
970200,30577
970301,30577
970302,30577
970400,30577
970301,30581
970302,30581
960100,30582
000102,30582
000100,30601
000402,30601
000600,30601
001900,30601
030100,30601
030200,30601
130300,30601
140300,30601
140400,30601
140500,30601
140600,30601
010500,30601
020400,30601
020500,30601
000401,30602
000402,30602
150400,30602
000401,30605
000402,30605
000600,30605
002100,30605
002200,30605
030200,30605
140500,30605
140600,30605
150400,30605
150500,30605
150600,30605
150700,30605
150800,30605
150900,30605
030500,30605
000600,30606
000900,30606
001200,30606
001700,30606
001800,30606
001900,30606
002000,30606
002100,30606
002200,30606
130400,30606
130500,30606
130600,30606
130700,30606
150300,30606
150400,30606
030200,30606
030100,30607
130300,30607
130400,30607
130500,30607
140300,30607
010500,30607
010600,30607
000402,30609
030500,30619
960201,30619
960300,30619
180501,30620
180502,30620
180503,30620
050608,30620
