TRACT,ZIP
13247060304,30012
13247060305,30013
13247060306,30013
13247060307,30013
13247060308,30012
13247060309,30012
13247060403,30094
13247060404,30094
13247060405,30094
13247060406,30094
13247060407,30094
13249960100,31806
13249960200,31806
13251970200,30467
13251970300,30467
13251970400,30467
13251970500,30467
13251970600,30467
13253200100,39845
13253200200,39845
13253200300,39845
13255160100,30223
13255160200,30223
13255160300,30223
13255160400,30223
13255160500,30223
13255160600,30223
13255160700,30224
13255160800,30223
13255160900,30223
13255161000,30224
13255161100,30224
13255161200,30224
13257970100,30577
13257970200,30577
13257970301,30577
13257970302,30577
13257970400,30577
13259950100,31825
13259950400,31815
13261950100,31711
13261950200,31709
13261950300,31719
13261950400,31780
13261950500,31709
13261950600,31709
13261950700,31709
13261950800,31735
13263960100,31826
13263960200,31827
13263960300,31801
13265010200,30631
13267950100,30421
13267950201,30453
13267950202,30453
13267950300,30427
13267950400,30427
13269950100,31006
13269950200,31076
13269950300,31006
13271950100,31055
13271950200,31060
13271950500,31549
13273120200,39842
13273120300,39842
13273120400,39842
13273120500,39842
13275960100,31765
13275960200,31773
13275960300,31738
13275960400,31778
13275960500,31757
13275960600,31792
13275960700,31792
13275960800,31792
13275960900,31792
13275961000,31757
13275961100,31626
13277960100,31793
13277960200,31795
13277960300,31793
13277960400,31794
13277960500,31794
13277960600,31794
13277960700,31794
13277960800,31775
13277960900,31794
13279970100,30436
13279970200,30474
13279970300,30474
13279970400,30474
13279970500,30436
13279970600,30436
13281960100,30582
13281960200,30546
13281960300,30546
13283960100,30457
13283960200,30457
13285960100,30230
13285960201,30240
13285960202,30240
13285960300,30240
13285960400,30240
13285960501,30241
13285960502,30241
13285960600,30241
13285960700,30241
13285960800,30240
13285960901,30240
13285960902,30240
13285961000,31833
13285961100,31822
13287970200,31714
13287970300,31790
13289060100,31044
13289060200,31017
13291000101,30512
13291000102,30512
13291000201,30512
13291000203,30512
13291000204,30512
13291000205,30512
13293010100,30286
13293010201,30286
13293010202,30286
13293010300,30286
13293010400,30286
13293010500,30286
13293010600,30286
13295020100,30741
13295020200,30741
13295020301,30741
13295020302,30741
13295020400,30750
13295020501,30707
13295020502,30707
13295020601,30739
13295020602,30728
13295020700,30728
13295020800,30707
13295020901,30728
13295020902,30728
13297110100,30656
13297110200,30655
13297110300,30655
13297110400,30656
13297110503,30052
13297110504,30052
13297110505,30052
13297110506,30052
13297110507,30052
13297110508,30052
13297110601,30655
13297110602,30014
13297110603,30052
13297110700,30655
13297110800,30025
13299950100,31503
13299950200,31503
13299950300,31503
13299950400,31501
13299950500,31501
13299950600,31501
13299950700,31501
13299950800,31503
13299950900,31503
13301970400,30828
13301970500,30828
13303950100,31094
13303950300,31082
13303950400,31082
13303950500,31018
13303950700,31089
13305970100,31555
13305970200,31545
13305970300,31545
13305970400,31560
13305970500,31546
13305970600,31546
13307960100,31824
13307960200,31824
13309780100,30428
13309780200,30411
13311950100,30571
13311950201,30528
13311950202,30528
13311950203,30528
13311950300,30528
13313000101,30710
13313000102,30710
13313000200,30721
13313000301,30721
13313000302,30721
13313000400,30721
13313000501,30720
13313000502,30720
13313000600,30755
13313000700,30740
13313000800,30740
13313000900,30720
13313001000,30721
13313001100,30721
13313001200,30721
13313001300,30721
13313001400,30720
13313001500,30720
13315960100,31001
13315960200,31071
13315960300,31072
13315960400,31079
13317010101,30668
13317010102,30660
13317010301,30673
13317010302,30673
13319960200,31054
13319960300,31031
13319960400,31090
13321950100,31796
13321950200,31791
13321950400,31789
13321950500,31791
13321950600,31744
