ZIPCODE,RACE: Total: Total population -- (Estimate),POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE: Total: Population for whom poverty status is determined -- (Estimate),RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY POVERTY STATUS IN THE PAST 12 MONTHS FOR HOUSEHOLDS: Total: Households -- (Estimate),PRIVATE HEALTH INSURANCE BY RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY AGE: Total: Civilian noninstitutionalized population for whom poverty status is determined -- (Estimate),RACE: Non White alone: Total population -- (Estimate),RACE: Total: Total population -- (Estimate)_PERCENTILE,POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE: Total: Population for whom poverty status is determined -- (Estimate)_PERCENTILE,RECEIPT OF FOOD STAMPS/SNAP IN THE PAST 12 MONTHS BY POVERTY STATUS IN THE PAST 12 MONTHS FOR HOUSEHOLDS: Total: Households -- (Estimate)_PERCENTILE,PRIVATE HEALTH INSURANCE BY RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS BY AGE: Total: Civilian noninstitutionalized population for whom poverty status is determined -- (Estimate)_PERCENTILE,RACE: Non White alone: Total population -- (Estimate)_PERCENTILE
30035,44238.0,43862.0,15273.0,43794.0,42116.0,19.07356948228883,20.16348773841962,18.256130790190735,20.435967302452315,59.67302452316076
30038,45140.0,44428.0,15872.0,44428.0,43309.0,19.618528610354222,20.844686648501362,19.482288828337875,20.844686648501362,61.30790190735695
30039,69377.0,69272.0,22186.0,69194.0,43491.0,34.87738419618529,36.23978201634878,30.517711171662125,36.23978201634878,61.85286103542234
30040,109318.0,108531.0,35556.0,108467.0,13962.0,55.72207084468665,57.22070844686648,51.90735694822888,57.76566757493188,22.888283378746593
30041,93061.0,92948.0,30933.0,92876.0,15125.0,49.182561307901906,50.40871934604905,44.141689373297005,50.40871934604905,23.43324250681199
30043,128375.0,126001.0,39709.0,125809.0,51071.0,62.67029972752044,63.48773841961853,57.49318801089918,63.76021798365122,70.29972752043597
30044,128201.0,127368.0,41319.0,127262.0,74144.0,62.53405994550409,64.16893732970027,58.310626702997276,64.57765667574932,83.2425068119891
30045,120513.0,118213.0,36005.0,118099.0,53170.0,60.490463215258856,60.8991825613079,52.45231607629428,60.8991825613079,72.20708446866485
30046,98465.0,95929.0,29985.0,95851.0,50769.0,51.36239782016349,51.36239782016349,42.37057220708447,51.36239782016349,69.75476839237058
30047,118070.0,117506.0,38607.0,117415.0,60454.0,59.264305177111716,60.762942779291556,55.72207084468665,60.762942779291556,75.74931880108991
30052,140858.0,139717.0,46140.0,139451.0,50821.0,65.9400544959128,67.57493188010899,62.80653950953678,67.71117166212534,69.89100817438693
30054,28337.0,27071.0,9747.0,26950.0,6903.0,13.215258855585832,13.079019073569482,12.534059945504087,12.942779291553133,13.079019073569482
30055,121400.0,120411.0,43738.0,120285.0,23847.0,61.03542234332425,61.716621253406,60.762942779291556,61.716621253406,37.05722070844686
30056,176784.0,168603.0,62377.0,168259.0,44497.0,74.79564032697547,74.65940054495913,73.56948228882834,74.65940054495913,63.079019073569484
30058,77934.0,77534.0,27741.0,77328.0,72536.0,40.32697547683924,41.55313351498638,40.19073569482289,41.55313351498638,82.15258855585832
30060,88413.0,84899.0,32666.0,84842.0,42792.0,46.59400544959128,45.91280653950954,47.41144414168937,46.18528610354223,60.35422343324251
30062,159928.0,159138.0,59777.0,157709.0,43317.0,70.70844686648502,72.20708446866485,72.0708446866485,71.93460490463215,61.716621253406
30064,110516.0,107081.0,38614.0,107047.0,44306.0,56.403269754768395,56.53950953678474,55.858310626702995,56.81198910081744,62.67029972752044
30066,102306.0,102277.0,37674.0,101241.0,28601.0,53.40599455040872,55.0408719346049,54.63215258855586,54.08719346049046,46.049046321525886
30067,56543.0,56309.0,23878.0,56277.0,25589.0,26.975476839237057,27.929155313351497,33.787465940054496,28.065395095367847,41.416893732970024
30068,44214.0,44151.0,17292.0,44142.0,8969.0,18.80108991825613,20.572207084468666,22.20708446866485,20.708446866485012,16.076294277929154
30070,5900.0,5862.0,2044.0,5862.0,3115.0,1.771117166212534,2.1798365122615806,2.043596730245232,2.316076294277929,5.5858310626703
30071,51976.0,51938.0,17264.0,51898.0,27559.0,23.569482288828336,26.021798365122617,22.070844686648503,26.021798365122617,43.869209809264305
30072,6798.0,6793.0,2618.0,6793.0,5796.0,2.316076294277929,2.7247956403269753,2.997275204359673,2.7247956403269753,10.899182561307901
30075,94677.0,94253.0,34006.0,94201.0,15223.0,49.86376021798365,50.95367847411444,49.04632152588556,50.817438692098094,23.705722070844686
30076,69700.0,69383.0,26087.0,69326.0,18308.0,35.013623978201636,36.37602179836512,37.05722070844686,36.37602179836512,26.975476839237057
30078,71034.0,70523.0,22174.0,70471.0,33426.0,36.23978201634878,37.32970027247956,30.381471389645778,37.32970027247956,50.68119891008175
30079,17507.0,17380.0,6990.0,17368.0,9356.0,8.174386920980927,8.310626702997276,8.991825613079019,8.583106267029972,16.62125340599455
30080,86469.0,85937.0,37843.0,85853.0,45231.0,44.6866485013624,47.002724795640326,54.76839237057221,47.275204359673026,63.35149863760218
30082,58156.0,57638.0,23101.0,57533.0,30036.0,28.065395095367847,28.74659400544959,32.833787465940055,28.74659400544959,47.82016348773842
30083,94847.0,94253.0,33352.0,94223.0,76028.0,50.0,50.95367847411444,48.36512261580381,50.95367847411444,84.60490463215258
30084,85330.0,84817.0,31887.0,84794.0,42193.0,43.869209809264305,45.64032697547684,46.049046321525886,46.049046321525886,60.08174386920981
30087,83712.0,83245.0,29545.0,83191.0,58016.0,42.77929155313352,44.4141689373297,41.416893732970024,44.4141689373297,74.93188010899182
30088,70938.0,70603.0,24526.0,70595.0,63991.0,36.10354223433242,37.60217983651226,34.87738419618529,37.60217983651226,77.3841961852861
30092,48956.0,48875.0,18683.0,48823.0,18853.0,21.934604904632153,22.752043596730246,23.160762942779293,22.888283378746593,28.065395095367847
30093,74482.0,74368.0,23670.0,74335.0,47213.0,38.01089918256131,39.509536784741144,33.514986376021795,39.782016348773844,65.80381471389646
30094,66293.0,65095.0,22699.0,65089.0,42147.0,33.2425068119891,33.92370572207084,31.47138964577657,34.19618528610354,59.94550408719346
30096,115988.0,115819.0,41203.0,115705.0,68202.0,58.310626702997276,59.94550408719346,58.17438692098093,60.08174386920981,80.10899182561307
30097,111854.0,111743.0,36505.0,111648.0,50632.0,57.084468664850135,58.44686648501362,52.86103542234333,58.583106267029976,69.48228882833787
30101,132355.0,132102.0,44707.0,131959.0,30223.0,64.03269754768392,65.9400544959128,61.444141689373296,65.9400544959128,47.956403269754766
30102,62513.0,62121.0,22107.0,62082.0,13701.0,30.245231607629428,31.88010899182561,29.83651226158038,32.01634877384196,22.3433242506812
30103,288886.0,282223.0,106869.0,282108.0,75403.0,91.00817438692098,91.96185286103542,91.96185286103542,92.09809264305177,84.19618528610354
30104,117381.0,114655.0,42588.0,114576.0,28115.0,58.99182561307902,59.40054495912806,59.40054495912806,59.40054495912806,44.4141689373297
30105,62900.0,60904.0,22833.0,60901.0,13215.0,30.381471389645778,31.19891008174387,32.15258855585831,31.47138964577657,22.070844686648503
30106,51894.0,51127.0,19871.0,51127.0,31471.0,23.43324250681199,24.931880108991827,25.340599455040874,25.068119891008173,49.182561307901906
30107,52377.0,50126.0,17811.0,50071.0,12140.0,23.705722070844686,23.705722070844686,22.888283378746593,23.705722070844686,19.482288828337875
30108,99436.0,97506.0,37473.0,96955.0,25663.0,51.90735694822888,52.043596730245234,54.223433242506815,52.043596730245234,41.55313351498638
30110,215884.0,211191.0,78602.0,209951.0,71494.0,80.51771117166213,81.74386920980926,81.06267029972751,81.47138964577657,81.60762942779292
30113,253143.0,248080.0,92282.0,246777.0,80047.0,87.05722070844686,87.60217983651226,86.78474114441417,87.46594005449592,86.37602179836512
30114,121064.0,117198.0,41158.0,117170.0,25287.0,60.762942779291556,60.6267029972752,58.038147138964575,60.6267029972752,40.59945504087194
30115,70540.0,69796.0,23619.0,69796.0,7127.0,35.42234332425068,36.64850136239782,33.37874659400545,36.64850136239782,13.623978201634877
30116,63374.0,62191.0,22498.0,62149.0,13172.0,30.79019073569482,32.15258855585831,30.92643051771117,32.15258855585831,21.934604904632153
30117,80400.0,76625.0,28301.0,76584.0,20358.0,41.00817438692098,40.735694822888284,40.463215258855584,40.735694822888284,30.108991825613078
30118,8615.0,6150.0,2308.0,6150.0,4018.0,3.542234332425068,2.4523160762942777,2.4523160762942777,2.5885558583106265,7.76566757493188
30120,248442.0,241361.0,91126.0,241184.0,78782.0,86.78474114441417,86.78474114441417,86.23978201634877,86.78474114441417,86.10354223433242
30121,196380.0,191908.0,71656.0,191789.0,55015.0,78.33787465940054,79.15531335149863,78.7465940054496,79.29155313351498,73.56948228882834
