ZIPCODE,B02001e1,B02001e2,C16001e1,C16001e3,C16001e5,B17001e1,B17001e2,B22003e1,B22003e2,B24011e1,B24011e19,B992521e1,B992521e2
30410,197916.0,124177.0,186259.0,8667.0,4534.0,182137.0,48424.0,70463.0,16042.0,1450883.0,526463.0,46524.0,1801.0
30411,76684.0,52339.0,73286.0,3636.0,2238.0,66055.0,15552.0,25821.0,5151.0,717459.0,201936.0,18944.0,621.0
30412,53539.0,31421.0,50197.0,2135.0,1094.0,50412.0,13958.0,20012.0,4417.0,368894.0,117327.0,12779.0,350.0
30413,266474.0,187694.0,250101.0,10095.0,3516.0,255734.0,59837.0,98184.0,20227.0,1900688.0,677813.0,68019.0,3049.0
30415,24804.0,20413.0,23471.0,535.0,212.0,24131.0,4833.0,8495.0,1416.0,95059.0,62396.0,5588.0,137.0
30417,358040.0,253961.0,338138.0,18398.0,8940.0,340901.0,76169.0,128135.0,25062.0,2298787.0,1124700.0,87892.0,3826.0
30420,144377.0,92756.0,136062.0,6532.0,3440.0,131725.0,34466.0,50451.0,11625.0,1081989.0,409136.0,33745.0,1451.0
30421,100337.0,70327.0,95637.0,5349.0,2679.0,88313.0,20523.0,34031.0,6651.0,796623.0,246263.0,24470.0,714.0
30423,73640.0,45132.0,69600.0,4908.0,2227.0,70124.0,16159.0,26078.0,5755.0,401064.0,208688.0,15794.0,888.0
30425,287829.0,212742.0,271731.0,13281.0,6322.0,280967.0,58057.0,105500.0,19737.0,1858864.0,974949.0,75323.0,3322.0
30426,101910.0,69479.0,95622.0,3138.0,1439.0,98885.0,23882.0,38227.0,8022.0,676071.0,309268.0,24763.0,1317.0
30427,289018.0,195674.0,271392.0,14102.0,7292.0,277906.0,67175.0,105938.0,21866.0,1791803.0,917013.0,70933.0,3064.0
30428,10495.0,6793.0,10123.0,288.0,138.0,7439.0,1870.0,3072.0,602.0,92947.0,16071.0,2217.0,36.0
30429,84517.0,61177.0,79536.0,2292.0,1015.0,82604.0,18292.0,31808.0,6336.0,540981.0,230760.0,21046.0,1142.0
30434,256578.0,186017.0,241216.0,9392.0,3872.0,247807.0,54794.0,94476.0,19224.0,1993201.0,826785.0,67695.0,3145.0
30436,486997.0,353170.0,456424.0,31696.0,16397.0,467400.0,109674.0,174783.0,34092.0,2922715.0,1427607.0,118185.0,5562.0
30438,18582.0,15057.0,17616.0,561.0,82.0,18168.0,4577.0,6824.0,1302.0,89929.0,41506.0,4568.0,62.0
30439,303534.0,204481.0,285642.0,15717.0,7987.0,284107.0,70577.0,107776.0,22717.0,2032446.0,935079.0,73791.0,2877.0
30441,246959.0,168212.0,233090.0,10919.0,5076.0,240155.0,52581.0,91117.0,19196.0,1650131.0,843551.0,60462.0,3072.0
30442,165409.0,119118.0,155918.0,6592.0,2824.0,159540.0,35235.0,60408.0,12880.0,1327874.0,634553.0,43967.0,2207.0
30445,197916.0,124177.0,186259.0,8667.0,4534.0,182137.0,48424.0,70463.0,16042.0,1450883.0,526463.0,46524.0,1801.0
30446,66025.0,48007.0,62185.0,3146.0,1516.0,62371.0,14520.0,23256.0,4171.0,400154.0,99462.0,14800.0,525.0
30448,42370.0,30040.0,39254.0,4275.0,2600.0,41358.0,9841.0,15577.0,2968.0,275561.0,104464.0,9786.0,655.0
30449,39371.0,26645.0,37071.0,2758.0,1373.0,35844.0,9808.0,13604.0,3142.0,268584.0,75334.0,8502.0,401.0
30450,17094.0,13333.0,16419.0,545.0,216.0,17076.0,1987.0,6449.0,596.0,102173.0,24311.0,5283.0,189.0
30451,53539.0,31421.0,50197.0,2135.0,1094.0,50412.0,13958.0,20012.0,4417.0,368894.0,117327.0,12779.0,350.0
30452,9494.0,6745.0,8840.0,239.0,63.0,9419.0,1306.0,3363.0,445.0,60738.0,49265.0,2490.0,73.0
30453,133031.0,78974.0,124947.0,6761.0,3403.0,123029.0,33571.0,48099.0,10957.0,841370.0,338035.0,30363.0,975.0
30454,7073.0,4825.0,6520.0,266.0,78.0,7073.0,2267.0,2611.0,626.0,23301.0,19097.0,1527.0,45.0
30455,116010.0,75172.0,108854.0,9183.0,4827.0,111482.0,26000.0,41655.0,8723.0,676625.0,313152.0,25580.0,1543.0
30456,65934.0,38215.0,61733.0,2928.0,1149.0,62440.0,17054.0,24278.0,5648.0,422506.0,217120.0,15884.0,468.0
30457,272839.0,195554.0,257294.0,14156.0,7406.0,258477.0,58520.0,98044.0,20048.0,2177309.0,851138.0,70112.0,3365.0
30458,131860.0,92283.0,124480.0,2869.0,912.0,124086.0,29191.0,47166.0,7732.0,625920.0,290054.0,28425.0,855.0
30460,7540.0,4007.0,7433.0,249.0,17.0,1762.0,1312.0,673.0,157.0,5553.0,14318.0,32.0,0.0
30461,77771.0,57875.0,73620.0,1495.0,577.0,76476.0,15701.0,28722.0,4272.0,405104.0,129063.0,18963.0,644.0
30464,105618.0,80304.0,99383.0,7050.0,3453.0,101970.0,22153.0,37313.0,6675.0,581563.0,408616.0,27267.0,1076.0
30467,291465.0,197930.0,273146.0,16789.0,8621.0,280697.0,69422.0,106200.0,22729.0,1802910.0,695707.0,66484.0,3576.0
30470,223396.0,160689.0,211520.0,9615.0,4728.0,210046.0,46412.0,79856.0,16454.0,1878447.0,727577.0,58799.0,2665.0
30471,323239.0,229986.0,304192.0,19070.0,9511.0,313132.0,68432.0,117225.0,22330.0,1901342.0,976839.0,79176.0,3950.0
30473,95909.0,61461.0,89451.0,6410.0,3694.0,91770.0,23799.0,35589.0,7385.0,644455.0,221791.0,22565.0,1005.0
30474,688958.0,467290.0,647016.0,35998.0,18383.0,655622.0,160417.0,249347.0,53644.0,4783289.0,1868346.0,164866.0,8112.0
30475,84517.0,61177.0,79536.0,2292.0,1015.0,82604.0,18292.0,31808.0,6336.0,540981.0,230760.0,21046.0,1142.0
30477,141326.0,100566.0,132490.0,5140.0,1801.0,137462.0,31268.0,53148.0,10490.0,993484.0,308751.0,35507.0,1591.0
30501,219805.0,154483.0,205279.0,35000.0,18013.0,212309.0,52465.0,82051.0,15008.0,1376358.0,473399.0,41998.0,1144.0
30504,52404.0,36754.0,49045.0,18838.0,9825.0,45674.0,12226.0,14939.0,2719.0,234036.0,79165.0,6941.0,152.0
30506,154438.0,127436.0,144460.0,17050.0,8546.0,152279.0,25164.0,56687.0,7413.0,1059269.0,334040.0,38255.0,1124.0
30507,107496.0,79307.0,101305.0,19149.0,8657.0,103915.0,21755.0,39476.0,6155.0,655043.0,261632.0,21634.0,406.0
30510,222278.0,166234.0,209301.0,13202.0,6302.0,213384.0,46992.0,79609.0,15015.0,1321597.0,733444.0,55395.0,2377.0
30511,165686.0,121891.0,154812.0,12218.0,6164.0,161225.0,40089.0,59237.0,11916.0,926402.0,510633.0,40252.0,1576.0
30512,80767.0,76642.0,76476.0,4007.0,1712.0,80101.0,11321.0,30869.0,3512.0,573940.0,154921.0,23308.0,484.0
30513,54342.0,49599.0,51627.0,1454.0,685.0,52826.0,8487.0,21102.0,2981.0,328166.0,75435.0,15964.0,416.0
30516,157207.0,115143.0,148357.0,6267.0,2628.0,151430.0,32730.0,57107.0,11905.0,1253935.0,541712.0,42072.0,2080.0
30517,64697.0,50828.0,60383.0,4374.0,1502.0,61559.0,7431.0,20082.0,1515.0,449328.0,197802.0,15770.0,478.0
30518,87421.0,61449.0,81943.0,11032.0,5055.0,86965.0,7768.0,26931.0,1960.0,405321.0,92466.0,21476.0,424.0
30519,108953.0,77384.0,101294.0,13130.0,6052.0,107406.0,9698.0,33227.0,2324.0,380242.0,149919.0,25154.0,648.0
30520,231347.0,166131.0,217839.0,9015.0,3631.0,225636.0,49259.0,86651.0,17590.0,1678110.0,671379.0,59192.0,2563.0
30521,199232.0,149592.0,187380.0,9568.0,4516.0,193578.0,42739.0,72406.0,13766.0,1173499.0,646729.0,50974.0,2234.0
30522,35860.0,34488.0,34166.0,610.0,199.0,35588.0,5986.0,14264.0,1858.0,240122.0,25938.0,11440.0,239.0
30523,120390.0,91793.0,113438.0,7426.0,3476.0,113633.0,22594.0,45140.0,7134.0,873839.0,278449.0,29311.0,905.0
30525,145433.0,114749.0,136949.0,9164.0,4468.0,140970.0,28821.0,52155.0,9156.0,860759.0,496770.0,37790.0,1366.0
30527,32563.0,30797.0,30667.0,1942.0,1038.0,32407.0,4952.0,11993.0,1210.0,238481.0,83312.0,9188.0,209.0
30528,114543.0,81196.0,107793.0,5187.0,2228.0,106865.0,23561.0,41991.0,7712.0,674025.0,193051.0,29053.0,808.0
30529,471629.0,319546.0,441437.0,23409.0,11386.0,453908.0,102166.0,170177.0,35634.0,2817338.0,1154877.0,107532.0,4531.0
30530,351238.0,245702.0,327819.0,16201.0,8023.0,337665.0,80297.0,127803.0,27137.0,2156591.0,644929.0,80818.0,3230.0
30531,109050.0,79584.0,101894.0,14688.0,7493.0,103871.0,22720.0,39593.0,6810.0,638978.0,238723.0,23822.0,713.0
30533,207620.0,166064.0,195697.0,11543.0,5341.0,201692.0,40574.0,74994.0,12355.0,1151209.0,784729.0,53662.0,1827.0
30534,188186.0,153161.0,176801.0,10465.0,5258.0,182653.0,33654.0,66711.0,10562.0,1109007.0,603520.0,49543.0,1732.0
30535,82350.0,63802.0,77255.0,8873.0,4460.0,76799.0,15617.0,29985.0,4751.0,503394.0,179440.0,18897.0,555.0
30536,119873.0,93404.0,112659.0,7992.0,4116.0,115993.0,24869.0,42906.0,7595.0,663349.0,443673.0,31208.0,1171.0
30537,119677.0,93106.0,112821.0,7728.0,3727.0,115564.0,24343.0,42484.0,7531.0,671125.0,408616.0,31043.0,1170.0
30538,146565.0,105022.0,136943.0,5356.0,2592.0,143624.0,36235.0,54681.0,11797.0,929278.0,375124.0,35230.0,1678.0
30540,20951.0,18369.0,19776.0,2011.0,1157.0,20664.0,4271.0,7839.0,1335.0,75202.0,56843.0,5706.0,146.0
30541,25310.0,21748.0,23984.0,868.0,508.0,24040.0,3510.0,9452.0,1462.0,150033.0,49497.0,6646.0,241.0
30542,63891.0,55615.0,60279.0,8272.0,3430.0,63648.0,7212.0,21503.0,1830.0,425360.0,127178.0,16682.0,335.0
30543,195796.0,142310.0,183207.0,17005.0,7609.0,191657.0,36767.0,69689.0,12435.0,1270161.0,572666.0,45627.0,1772.0
30545,71369.0,50290.0,68027.0,3557.0,2288.0,63722.0,14335.0,25186.0,4744.0,653508.0,185865.0,18795.0,651.0
30546,248376.0,182042.0,233655.0,9067.0,3676.0,239697.0,52289.0,91175.0,18249.0,1919262.0,733944.0,65800.0,3018.0
30547,241702.0,176417.0,226604.0,11898.0,5874.0,235341.0,55767.0,88254.0,17539.0,1439264.0,715837.0,59669.0,2708.0
30548,94930.0,66154.0,87438.0,5348.0,1892.0,91972.0,11656.0,29953.0,3015.0,604480.0,210809.0,21493.0,529.0
30549,219874.0,149778.0,204480.0,11041.0,5075.0,210407.0,41295.0,76821.0,14202.0,1458221.0,681119.0,50451.0,1862.0
30552,10909.0,8875.0,10258.0,691.0,221.0,10757.0,2235.0,4159.0,880.0,105146.0,60550.0,2859.0,88.0
30553,170298.0,126114.0,160752.0,6853.0,2860.0,163922.0,35862.0,62082.0,13173.0,1337941.0,593078.0,44999.0,2137.0
30554,315328.0,234896.0,297057.0,17622.0,8074.0,306099.0,64675.0,115048.0,21151.0,1889239.0,957333.0,78623.0,3450.0
30555,25310.0,21748.0,23984.0,868.0,508.0,24040.0,3510.0,9452.0,1462.0,150033.0,49497.0,6646.0,241.0
30557,145637.0,104378.0,136113.0,5179.0,2509.0,142796.0,36021.0,54410.0,11684.0,913521.0,314574.0,35137.0,1648.0
30558,266387.0,184861.0,250529.0,13127.0,5905.0,256637.0,53671.0,96142.0,19241.0,1660049.0,697995.0,62910.0,2915.0
30559,27645.0,23984.0,26457.0,1029.0,506.0,26390.0,3441.0,10869.0,1336.0,150626.0,97872.0,7981.0,248.0
30560,31015.0,29837.0,29723.0,630.0,165.0,30969.0,4406.0,12398.0,1322.0,239719.0,73375.0,10064.0,252.0
30562,105618.0,80304.0,99383.0,7050.0,3453.0,101970.0,22153.0,37313.0,6675.0,581563.0,408616.0,27267.0,1076.0
30563,134145.0,94001.0,125651.0,13360.0,6872.0,126956.0,27985.0,50092.0,8564.0,913219.0,290952.0,29625.0,899.0
30564,44505.0,39445.0,42111.0,1459.0,346.0,43974.0,8518.0,16473.0,2342.0,317483.0,212359.0,11871.0,300.0
30565,88302.0,63252.0,82736.0,4738.0,2447.0,82528.0,18963.0,31931.0,6610.0,614285.0,131739.0,20508.0,819.0
30566,17094.0,12238.0,16064.0,3443.0,1800.0,17015.0,2984.0,5979.0,868.0,109556.0,25455.0,3240.0,63.0
30567,98681.0,75720.0,91239.0,8085.0,3700.0,97587.0,16733.0,35245.0,5306.0,737868.0,354628.0,22504.0,737.0
30568,105618.0,80304.0,99383.0,7050.0,3453.0,101970.0,22153.0,37313.0,6675.0,581563.0,408616.0,27267.0,1076.0
30571,86935.0,60014.0,82885.0,4997.0,2785.0,75251.0,16599.0,29644.0,5544.0,735690.0,204757.0,21970.0,718.0
30572,27318.0,25763.0,25573.0,1732.0,848.0,27214.0,4768.0,10230.0,1223.0,164838.0,37660.0,7655.0,215.0
30573,41827.0,29742.0,39263.0,1373.0,421.0,40492.0,9743.0,15937.0,3142.0,376717.0,152532.0,10049.0,358.0
30575,32089.0,22571.0,28543.0,4500.0,2040.0,32001.0,5346.0,12022.0,1404.0,263821.0,51651.0,6105.0,130.0
30576,25756.0,21643.0,24128.0,1436.0,741.0,25406.0,4478.0,9671.0,1625.0,189634.0,88154.0,6747.0,196.0
30577,395030.0,291394.0,370703.0,20547.0,9796.0,383593.0,89304.0,143571.0,27878.0,2419837.0,1284338.0,98751.0,4158.0
30581,10909.0,8875.0,10258.0,691.0,221.0,10757.0,2235.0,4159.0,880.0,105146.0,60550.0,2859.0,88.0
30582,96958.0,76457.0,91234.0,4288.0,1402.0,92437.0,19548.0,35263.0,6620.0,750128.0,277059.0,26279.0,1259.0
30601,225866.0,150203.0,212571.0,14197.0,7401.0,205172.0,52247.0,78797.0,15503.0,1400463.0,374195.0,43969.0,1531.0
30602,21975.0,16671.0,21154.0,1117.0,446.0,14596.0,6369.0,5501.0,545.0,58182.0,21339.0,2391.0,134.0
30605,135809.0,87172.0,129125.0,6690.0,3125.0,122869.0,36024.0,48904.0,8468.0,758703.0,228469.0,22172.0,580.0
30606,202517.0,120881.0,190479.0,14125.0,6990.0,191001.0,54787.0,77935.0,14382.0,1420033.0,440933.0,34353.0,989.0
30607,136705.0,93109.0,127740.0,9066.0,5000.0,130564.0,30579.0,48069.0,9317.0,801419.0,278676.0,30663.0,1270.0
30609,7971.0,6029.0,7971.0,234.0,6.0,752.0,647.0,322.0,17.0,3325.0,0.0,0.0,0.0
30619,119977.0,92272.0,112435.0,3784.0,1468.0,115894.0,23496.0,44615.0,7729.0,847687.0,287434.0,31461.0,1089.0
30620,50318.0,37148.0,47497.0,4885.0,2145.0,50210.0,5255.0,16540.0,1655.0,241337.0,92422.0,13605.0,430.0
30621,74920.0,60428.0,70955.0,3016.0,1475.0,72625.0,12100.0,26499.0,4186.0,548453.0,301084.0,20147.0,641.0
30622,101043.0,73478.0,94821.0,4637.0,2439.0,100432.0,20512.0,37277.0,5624.0,579259.0,198655.0,24201.0,814.0
30623,53588.0,40807.0,50797.0,2362.0,1175.0,51611.0,10197.0,19151.0,3574.0,409494.0,240006.0,14147.0,523.0
30624,177980.0,125122.0,166737.0,5911.0,2014.0,172550.0,39957.0,67040.0,13128.0,1378135.0,420566.0,43617.0,1881.0
30625,116256.0,87973.0,108126.0,5308.0,2557.0,113918.0,22563.0,42695.0,7854.0,608067.0,220035.0,27985.0,798.0
30627,120091.0,85522.0,112893.0,4968.0,1992.0,113634.0,27057.0,43015.0,8864.0,864988.0,453871.0,29586.0,1441.0
30628,87605.0,63005.0,82142.0,4257.0,1928.0,84460.0,16848.0,32306.0,5527.0,580466.0,282797.0,20506.0,539.0
30629,61554.0,41987.0,57684.0,2452.0,1114.0,59335.0,14272.0,22699.0,4481.0,414278.0,276233.0,13236.0,385.0
30630,42371.0,32538.0,40176.0,2218.0,1180.0,40589.0,8392.0,15427.0,2498.0,212283.0,175616.0,10218.0,217.0
30631,75561.0,57837.0,70928.0,3739.0,1560.0,72352.0,12479.0,25909.0,4090.0,542944.0,268915.0,18594.0,586.0
30633,146065.0,105250.0,135784.0,5749.0,2538.0,143163.0,34385.0,54830.0,10746.0,1195486.0,256287.0,33923.0,1123.0
30634,174067.0,119600.0,163756.0,7333.0,2750.0,165978.0,36836.0,65905.0,12574.0,1280484.0,338520.0,40961.0,1703.0
30635,169899.0,119897.0,159071.0,15139.0,7456.0,162109.0,33792.0,64152.0,10972.0,1120681.0,274674.0,38732.0,1334.0
30641,70711.0,51880.0,66918.0,2689.0,1274.0,68179.0,14324.0,25686.0,4944.0,498329.0,244841.0,18477.0,747.0
30642,247516.0,151252.0,232682.0,11929.0,6389.0,229969.0,60920.0,88969.0,20461.0,1782728.0,718183.0,58447.0,2322.0
30643,245441.0,174504.0,231318.0,9899.0,3758.0,237481.0,52521.0,90328.0,19099.0,1784702.0,717397.0,62741.0,3247.0
30646,48955.0,37825.0,45962.0,3331.0,1597.0,48854.0,9723.0,18972.0,2889.0,442587.0,0.0,13002.0,353.0
30648,189354.0,138630.0,177959.0,6983.0,2823.0,181357.0,41890.0,69445.0,13604.0,1383081.0,538922.0,48895.0,2201.0
30650,375619.0,263265.0,352780.0,19140.0,9844.0,354388.0,77438.0,133298.0,27256.0,2563778.0,966325.0,88980.0,3232.0
30655,100392.0,70911.0,93471.0,2035.0,734.0,98346.0,19869.0,36213.0,6173.0,522745.0,250600.0,23409.0,801.0
30656,68518.0,47104.0,64011.0,1961.0,710.0,67235.0,13307.0,25512.0,4261.0,365542.0,137074.0,17367.0,586.0
30660,111824.0,81077.0,104536.0,3855.0,1433.0,106172.0,22542.0,40066.0,7001.0,815506.0,255883.0,27832.0,1024.0
30662,142292.0,104191.0,133111.0,3865.0,1348.0,137167.0,31934.0,53271.0,10337.0,1125657.0,331556.0,35697.0,1301.0
30663,111608.0,81245.0,104607.0,6302.0,3187.0,105475.0,22420.0,39310.0,8203.0,725972.0,337003.0,26070.0,1099.0
30664,54906.0,43659.0,51690.0,2684.0,1175.0,54447.0,9496.0,19911.0,3433.0,392765.0,205264.0,14490.0,500.0
30665,45344.0,22772.0,42276.0,2625.0,1730.0,42920.0,12772.0,16805.0,4438.0,300365.0,160310.0,9841.0,496.0
30666,77338.0,58658.0,72222.0,2733.0,1094.0,77048.0,14361.0,27611.0,4007.0,445778.0,170107.0,19693.0,621.0
30667,91169.0,66899.0,85298.0,2800.0,1048.0,88267.0,19559.0,34068.0,6344.0,665327.0,192232.0,23728.0,938.0
30668,147901.0,109249.0,137477.0,9438.0,4435.0,141415.0,28739.0,50760.0,8284.0,909431.0,510433.0,35020.0,1277.0
30669,290452.0,203314.0,273050.0,12016.0,5663.0,274439.0,63521.0,104430.0,21402.0,2140081.0,806632.0,71963.0,2889.0
30673,113145.0,67874.0,104245.0,3778.0,1425.0,108811.0,18129.0,39459.0,5533.0,752335.0,221382.0,24477.0,561.0
30677,136318.0,102665.0,129434.0,5237.0,2970.0,128210.0,25154.0,48258.0,7785.0,1035136.0,350082.0,34522.0,958.0
30678,155442.0,97537.0,146038.0,7573.0,3688.0,148176.0,35500.0,56450.0,12396.0,1000666.0,522936.0,37794.0,1295.0
30680,101471.0,77336.0,94415.0,5572.0,2364.0,100914.0,16304.0,34523.0,5096.0,691478.0,193707.0,23718.0,487.0
30683,32086.0,24391.0,29922.0,1987.0,1009.0,30626.0,5846.0,11329.0,1806.0,192312.0,91421.0,7543.0,150.0
30701,459090.0,323581.0,430599.0,26754.0,13590.0,443415.0,102830.0,165494.0,33271.0,2727289.0,1231241.0,110300.0,5127.0
30705,326167.0,218083.0,303057.0,18969.0,8563.0,309403.0,64956.0,114448.0,22312.0,1803507.0,665374.0,71531.0,2349.0
30707,81622.0,71324.0,76930.0,2817.0,1139.0,80235.0,13072.0,30477.0,4013.0,533508.0,101036.0,22000.0,519.0
30708,53588.0,40807.0,50797.0,2362.0,1175.0,51611.0,10197.0,19151.0,3574.0,409494.0,240006.0,14147.0,523.0
30710,59873.0,52725.0,56595.0,2138.0,687.0,59691.0,9318.0,22688.0,2587.0,385705.0,95737.0,15999.0,326.0
30711,80585.0,59526.0,75883.0,3226.0,1460.0,76933.0,14776.0,28578.0,4946.0,620850.0,288205.0,20735.0,701.0
30720,171247.0,119591.0,159473.0,21789.0,9421.0,167967.0,35636.0,66148.0,11448.0,1192918.0,470055.0,35626.0,902.0
30721,335165.0,231685.0,312896.0,41951.0,19585.0,324674.0,67133.0,126979.0,20377.0,2184663.0,662103.0,71572.0,1694.0
30725,16474.0,15194.0,15667.0,522.0,146.0,16429.0,3355.0,6501.0,992.0,77962.0,35781.0,4507.0,163.0
30726,22971.0,19353.0,21834.0,927.0,239.0,22841.0,3412.0,7469.0,832.0,108476.0,54995.0,5670.0,127.0
30728,38368.0,31652.0,35909.0,524.0,85.0,37164.0,6556.0,14174.0,2482.0,281252.0,36623.0,9485.0,207.0
30730,86911.0,58711.0,81140.0,4724.0,2047.0,82919.0,17198.0,30589.0,6040.0,550906.0,148975.0,20462.0,788.0
30731,150966.0,103565.0,140614.0,7529.0,3414.0,144726.0,30590.0,54694.0,10857.0,843728.0,212158.0,34061.0,1133.0
30733,44731.0,30964.0,42047.0,1287.0,415.0,43499.0,10210.0,16892.0,3141.0,357067.0,101679.0,11019.0,374.0
30734,130071.0,101827.0,122252.0,8461.0,4207.0,126184.0,27128.0,46271.0,8227.0,696752.0,434554.0,33932.0,1278.0
30735,279822.0,195711.0,262346.0,16808.0,7349.0,268853.0,59307.0,101630.0,18986.0,1568458.0,858382.0,65769.0,2574.0
30736,177310.0,143450.0,166783.0,5519.0,2319.0,172796.0,23305.0,61634.0,7002.0,1112593.0,263646.0,44252.0,773.0
30738,44103.0,35023.0,41451.0,1642.0,547.0,42781.0,6485.0,16964.0,2346.0,344266.0,46143.0,11742.0,510.0
30739,44991.0,39402.0,42371.0,941.0,240.0,44039.0,3597.0,15082.0,1069.0,297767.0,56865.0,12782.0,296.0
30740,83536.0,52123.0,79083.0,5055.0,2285.0,76787.0,20343.0,30911.0,6636.0,578737.0,164486.0,15553.0,387.0
30741,94310.0,81145.0,88719.0,3154.0,1276.0,93428.0,17820.0,36252.0,5860.0,665807.0,184433.0,24182.0,577.0
30742,51602.0,44500.0,48834.0,2275.0,1018.0,51182.0,8837.0,19923.0,3012.0,385032.0,95840.0,13534.0,289.0
30746,84517.0,61177.0,79536.0,2292.0,1015.0,82604.0,18292.0,31808.0,6336.0,540981.0,230760.0,21046.0,1142.0
30747,327720.0,232249.0,306704.0,16960.0,8215.0,314471.0,67345.0,117036.0,23740.0,2112219.0,871317.0,77490.0,2849.0
30750,24507.0,20078.0,22989.0,979.0,416.0,23325.0,3639.0,9038.0,1266.0,231976.0,32601.0,6388.0,217.0
30751,53588.0,40807.0,50797.0,2362.0,1175.0,51611.0,10197.0,19151.0,3574.0,409494.0,240006.0,14147.0,523.0
30752,28544.0,21967.0,26959.0,1494.0,653.0,28268.0,4377.0,11274.0,1861.0,192745.0,53782.0,8306.0,390.0
30753,171172.0,122144.0,160161.0,9560.0,4690.0,161131.0,32940.0,59755.0,12289.0,1082100.0,407242.0,39519.0,1525.0
30755,158080.0,112793.0,149186.0,10715.0,4274.0,150817.0,30590.0,58883.0,9890.0,948038.0,307331.0,34163.0,775.0
30756,20351.0,19242.0,19270.0,1415.0,412.0,20324.0,2443.0,8086.0,845.0,130340.0,46609.0,5934.0,94.0
30757,6276.0,5744.0,5886.0,72.0,61.0,6202.0,763.0,2489.0,276.0,75869.0,32601.0,1977.0,72.0
30802,113617.0,84357.0,108136.0,6234.0,3271.0,105754.0,20328.0,38726.0,6013.0,894500.0,319594.0,29540.0,1015.0
30803,171769.0,124827.0,161691.0,6194.0,2686.0,167584.0,35184.0,63998.0,12474.0,1299474.0,503494.0,45455.0,1853.0
30805,86838.0,52678.0,80951.0,3358.0,1438.0,81759.0,22315.0,30583.0,7554.0,518453.0,249823.0,19143.0,1064.0
30807,39371.0,26645.0,37071.0,2758.0,1373.0,35844.0,9808.0,13604.0,3142.0,268584.0,75334.0,8502.0,401.0
30808,172073.0,99895.0,160822.0,7891.0,3795.0,162188.0,45020.0,62366.0,15476.0,1045258.0,522193.0,39026.0,1655.0
30809,99265.0,77900.0,92782.0,3369.0,1260.0,98495.0,7262.0,32216.0,1746.0,633804.0,135499.0,25323.0,896.0
30810,225126.0,160316.0,211946.0,11070.0,5592.0,217539.0,50952.0,81818.0,17374.0,1628945.0,703063.0,55732.0,2329.0
30812,5362.0,1925.0,5044.0,157.0,58.0,5072.0,1341.0,1783.0,507.0,26304.0,8466.0,998.0,169.0
30813,136633.0,86769.0,126771.0,9210.0,2992.0,130777.0,18507.0,47420.0,5639.0,691539.0,308660.0,29569.0,989.0
30814,66892.0,42665.0,62661.0,4163.0,1631.0,64476.0,14812.0,24144.0,4552.0,377307.0,191503.0,16980.0,463.0
30815,218453.0,120705.0,204798.0,9986.0,4605.0,201412.0,49488.0,74731.0,17009.0,1474612.0,584132.0,47959.0,2835.0
30816,274530.0,176718.0,257863.0,12355.0,6356.0,254868.0,66848.0,97734.0,22813.0,2076081.0,892737.0,65826.0,3239.0
30817,260997.0,180410.0,245070.0,10732.0,4911.0,253940.0,51988.0,95133.0,16935.0,1547011.0,758941.0,65037.0,2578.0
30818,76607.0,57215.0,71964.0,2873.0,990.0,72113.0,17105.0,27177.0,5775.0,619788.0,230450.0,20345.0,1165.0
30820,159148.0,112998.0,151031.0,8468.0,4648.0,146071.0,33687.0,55504.0,11265.0,1302590.0,501205.0,39376.0,1509.0
30821,90938.0,61581.0,84756.0,5314.0,2779.0,86611.0,25130.0,32737.0,7670.0,585304.0,151795.0,19858.0,891.0
30822,76607.0,57215.0,71964.0,2873.0,990.0,72113.0,17105.0,27177.0,5775.0,619788.0,230450.0,20345.0,1165.0
30823,353531.0,257785.0,332137.0,13985.0,6257.0,342075.0,77808.0,129459.0,26351.0,2645476.0,1050411.0,91303.0,4031.0
30824,331172.0,203507.0,311253.0,16132.0,8362.0,307060.0,82468.0,118731.0,27584.0,2307248.0,900719.0,77034.0,2991.0
30828,144526.0,102388.0,135553.0,7676.0,3954.0,138222.0,35327.0,51888.0,11244.0,994798.0,391801.0,34005.0,1414.0
30830,185669.0,110508.0,174733.0,9226.0,5175.0,172086.0,46013.0,67133.0,15610.0,1421322.0,656136.0,44347.0,1676.0
30833,76607.0,57215.0,71964.0,2873.0,990.0,72113.0,17105.0,27177.0,5775.0,619788.0,230450.0,20345.0,1165.0
30901,359080.0,235475.0,335969.0,27072.0,12950.0,341182.0,80236.0,133433.0,26181.0,2481141.0,620690.0,74288.0,2145.0
30903,17357.0,14400.0,16517.0,426.0,107.0,17357.0,1866.0,6563.0,719.0,76433.0,59498.0,5666.0,352.0
30904,286454.0,180170.0,266192.0,24296.0,11817.0,273847.0,58684.0,107250.0,17990.0,2111514.0,503225.0,59280.0,1799.0
30905,21765.0,9009.0,19643.0,2140.0,735.0,17641.0,4060.0,6947.0,1649.0,113345.0,0.0,2017.0,47.0
30906,288551.0,138868.0,267474.0,14105.0,6244.0,281556.0,65724.0,101507.0,22939.0,1452519.0,623770.0,61196.0,2999.0
30907,181504.0,127255.0,170020.0,6916.0,1929.0,177322.0,21612.0,65615.0,6013.0,1111833.0,478986.0,44349.0,1604.0
30909,229219.0,131860.0,211506.0,11708.0,4157.0,224228.0,41578.0,87576.0,12100.0,1731559.0,392054.0,47445.0,1504.0
