ZIPCODE,B02001e1,B02001e2,C16001e1,C16001e3,C16001e5,B17001e1,B17001e2,B22003e1,B22003e2,B24011e1,B24011e19,B992521e1,B992521e2
30912,41231.0,20331.0,37919.0,3323.0,1843.0,40413.0,13639.0,16815.0,4222.0,385037.0,101599.0,6667.0,209.0
31001,207364.0,148810.0,195549.0,8607.0,3381.0,200625.0,44439.0,76187.0,16051.0,1582092.0,658231.0,53851.0,2733.0
31002,265847.0,191446.0,250682.0,12118.0,5531.0,245759.0,59967.0,93318.0,19867.0,2155973.0,741196.0,67446.0,3361.0
31003,50157.0,33667.0,47192.0,2340.0,753.0,49195.0,11709.0,19080.0,4146.0,328157.0,116519.0,11779.0,653.0
31005,26652.0,18946.0,24986.0,1100.0,348.0,26421.0,3145.0,9185.0,719.0,128609.0,39310.0,7460.0,164.0
31006,119728.0,76967.0,113360.0,5483.0,3194.0,109028.0,27640.0,42761.0,8966.0,993406.0,303192.0,29506.0,935.0
31007,190135.0,141481.0,178919.0,9342.0,4468.0,184574.0,40445.0,69121.0,13011.0,1122544.0,639376.0,48313.0,2218.0
31008,86495.0,61788.0,81702.0,4123.0,1698.0,86076.0,11637.0,32746.0,3648.0,469994.0,226067.0,25196.0,934.0
31009,7117.0,5671.0,6833.0,410.0,248.0,6947.0,1958.0,2723.0,378.0,63853.0,0.0,2100.0,9.0
31011,179403.0,126260.0,168259.0,6432.0,2178.0,174318.0,39350.0,67289.0,13538.0,1196094.0,367917.0,44397.0,2105.0
31012,163416.0,120101.0,154207.0,6304.0,2636.0,157570.0,33883.0,59299.0,12313.0,1311453.0,559885.0,43870.0,2127.0
31014,191407.0,137048.0,179263.0,5912.0,2110.0,182254.0,42506.0,69382.0,14030.0,1460571.0,445060.0,49648.0,2365.0
31015,386234.0,272448.0,360831.0,18888.0,8882.0,368863.0,78334.0,138376.0,27227.0,2486835.0,903912.0,90682.0,3266.0
31016,126688.0,90740.0,119077.0,3946.0,1702.0,124407.0,26898.0,47150.0,9125.0,835056.0,353595.0,32378.0,1676.0
31017,64729.0,43263.0,60952.0,2408.0,792.0,63594.0,15366.0,24159.0,5105.0,454618.0,134692.0,15883.0,734.0
31018,93885.0,52685.0,87923.0,4707.0,2455.0,89079.0,24236.0,34664.0,8400.0,587781.0,298922.0,22008.0,789.0
31019,39573.0,24721.0,37053.0,1561.0,808.0,38182.0,10931.0,14937.0,3238.0,347537.0,114732.0,9487.0,286.0
31020,14504.0,6542.0,13584.0,190.0,77.0,13996.0,4443.0,5016.0,1127.0,116986.0,0.0,3762.0,56.0
31021,242291.0,144013.0,226958.0,11355.0,5354.0,227864.0,62245.0,89053.0,20514.0,1628966.0,717095.0,56717.0,1730.0
31022,54231.0,33732.0,50928.0,2628.0,1065.0,48904.0,12390.0,18864.0,4068.0,423384.0,151797.0,12360.0,391.0
31023,433997.0,303580.0,408914.0,17899.0,7353.0,415162.0,94124.0,159049.0,32778.0,3250516.0,1167002.0,109496.0,4997.0
31024,167044.0,130757.0,156995.0,6129.0,2648.0,162305.0,32603.0,62289.0,10546.0,1077621.0,501377.0,43774.0,1583.0
31025,4203.0,3151.0,4001.0,114.0,33.0,4194.0,279.0,1442.0,158.0,38382.0,0.0,1176.0,6.0
31027,73262.0,50371.0,69683.0,3614.0,2178.0,65689.0,15949.0,25360.0,5175.0,647813.0,204962.0,18254.0,630.0
31028,41197.0,28558.0,38208.0,1899.0,681.0,40748.0,7808.0,15623.0,2526.0,273621.0,253118.0,9582.0,200.0
31029,47709.0,39202.0,45040.0,1336.0,679.0,46041.0,6001.0,17597.0,2425.0,272435.0,85159.0,13112.0,486.0
31030,89748.0,57869.0,84698.0,4431.0,1919.0,86216.0,17175.0,32227.0,5987.0,643335.0,229264.0,22164.0,751.0
31031,218770.0,157226.0,205854.0,7607.0,3376.0,213294.0,43315.0,80573.0,15229.0,1544285.0,647630.0,58465.0,2404.0
31032,76351.0,60036.0,71906.0,3049.0,1466.0,75921.0,9583.0,27464.0,2898.0,493717.0,187980.0,21965.0,682.0
31033,56338.0,38000.0,53005.0,2174.0,1082.0,55057.0,10944.0,20114.0,3662.0,283011.0,187321.0,14845.0,646.0
31035,48541.0,29913.0,45647.0,2082.0,725.0,46159.0,11464.0,17859.0,3962.0,287416.0,138612.0,12167.0,293.0
31036,202119.0,127328.0,190260.0,8781.0,4567.0,186331.0,48703.0,71905.0,16200.0,1489265.0,526463.0,47700.0,1807.0
31037,109525.0,73985.0,104024.0,4802.0,2529.0,97910.0,22431.0,37849.0,7836.0,857385.0,245031.0,26333.0,1113.0
31038,70830.0,46371.0,66258.0,4389.0,2414.0,65066.0,17010.0,24588.0,5993.0,405259.0,174924.0,14740.0,698.0
31039,53539.0,31421.0,50197.0,2135.0,1094.0,50412.0,13958.0,20012.0,4417.0,368894.0,117327.0,12779.0,350.0
31041,28595.0,21069.0,26656.0,1169.0,407.0,28032.0,5233.0,11697.0,1622.0,276423.0,16538.0,7407.0,191.0
31042,130757.0,91595.0,123585.0,5734.0,2391.0,128512.0,27334.0,49010.0,10276.0,962304.0,427781.0,33506.0,1568.0
31044,139120.0,96233.0,131495.0,5765.0,2422.0,136771.0,29838.0,51897.0,10827.0,1031247.0,427781.0,35812.0,1602.0
31045,46022.0,27838.0,43496.0,2940.0,1431.0,40494.0,11576.0,15479.0,3705.0,288704.0,94084.0,9798.0,407.0
31046,25057.0,17457.0,23569.0,1021.0,467.0,24790.0,4997.0,9096.0,1626.0,142035.0,43185.0,6076.0,289.0
31047,39667.0,28341.0,37332.0,1589.0,400.0,38704.0,3877.0,13261.0,1123.0,205710.0,64801.0,10393.0,206.0
31049,167545.0,118796.0,156720.0,8187.0,3769.0,158724.0,42235.0,59914.0,13445.0,1205092.0,382245.0,40203.0,2056.0
31050,9161.0,6734.0,8591.0,96.0,13.0,8957.0,1698.0,3438.0,614.0,64415.0,52335.0,2560.0,135.0
31051,84517.0,61177.0,79536.0,2292.0,1015.0,82604.0,18292.0,31808.0,6336.0,540981.0,230760.0,21046.0,1142.0
31052,20987.0,15218.0,20047.0,493.0,53.0,19830.0,2401.0,7338.0,760.0,142699.0,67261.0,5892.0,168.0
31054,221926.0,158494.0,208883.0,8534.0,3439.0,216779.0,46893.0,83078.0,16620.0,1627631.0,620013.0,57234.0,2506.0
31055,192918.0,122669.0,181709.0,8614.0,4165.0,177884.0,45930.0,68310.0,15587.0,1369405.0,547748.0,45912.0,1744.0
31057,78630.0,53770.0,73197.0,8721.0,4552.0,76882.0,18447.0,29711.0,5353.0,549440.0,174728.0,17172.0,496.0
31058,57430.0,35014.0,53952.0,2150.0,1094.0,54270.0,14641.0,21468.0,4646.0,398930.0,117327.0,14087.0,403.0
31060,262193.0,164994.0,246613.0,11758.0,4989.0,245538.0,62374.0,94355.0,21421.0,1747990.0,678422.0,61102.0,2485.0
31061,624080.0,434869.0,585649.0,32978.0,16304.0,603192.0,140359.0,226610.0,46305.0,3997492.0,1801046.0,151061.0,6918.0
31062,14151.0,7273.0,12951.0,1197.0,569.0,13159.0,4179.0,4610.0,1401.0,88295.0,46795.0,1808.0,20.0
31063,268765.0,195251.0,252116.0,18063.0,9020.0,261456.0,58892.0,98832.0,18364.0,1671984.0,814104.0,65485.0,2714.0
31064,165196.0,122052.0,155404.0,8664.0,4362.0,157086.0,32617.0,58461.0,11777.0,1135466.0,577009.0,40217.0,1622.0
31065,36838.0,25430.0,34842.0,1782.0,641.0,32623.0,6800.0,12445.0,2382.0,288294.0,73289.0,8643.0,216.0
31066,19970.0,14694.0,18975.0,309.0,156.0,19732.0,2379.0,7567.0,836.0,140485.0,54834.0,5886.0,239.0
31067,17393.0,8302.0,16086.0,846.0,424.0,16281.0,5590.0,6419.0,1686.0,135090.0,78508.0,3717.0,175.0
31068,54915.0,39372.0,51790.0,3019.0,1420.0,50192.0,9537.0,20906.0,3118.0,478146.0,70853.0,13102.0,266.0
31069,47840.0,32557.0,44875.0,2199.0,839.0,46735.0,6229.0,17213.0,2299.0,288950.0,86691.0,12317.0,214.0
31070,263775.0,186613.0,248519.0,14250.0,6695.0,254698.0,56604.0,95199.0,18766.0,1523608.0,848064.0,64107.0,3106.0
31071,134139.0,89349.0,126590.0,5529.0,2732.0,129729.0,29583.0,49942.0,10547.0,1003041.0,428589.0,34506.0,1265.0
31072,278681.0,200527.0,262191.0,11799.0,5349.0,268657.0,55105.0,101494.0,19765.0,2034207.0,796783.0,71182.0,2761.0
31075,7117.0,5671.0,6833.0,410.0,248.0,6947.0,1958.0,2723.0,378.0,63853.0,0.0,2100.0,9.0
31076,226511.0,145246.0,212915.0,9836.0,4941.0,210169.0,53657.0,82160.0,17664.0,1727306.0,543001.0,53931.0,1992.0
31077,109386.0,63841.0,102034.0,5036.0,1787.0,103907.0,29146.0,39606.0,9862.0,633452.0,294779.0,23318.0,1093.0
31078,23747.0,17606.0,22559.0,556.0,222.0,23517.0,2833.0,8239.0,1015.0,147816.0,79185.0,6835.0,320.0
31079,302526.0,216422.0,285276.0,11928.0,5077.0,296096.0,62518.0,113008.0,22750.0,2261778.0,931275.0,78961.0,3421.0
31081,53539.0,31421.0,50197.0,2135.0,1094.0,50412.0,13958.0,20012.0,4417.0,368894.0,117327.0,12779.0,350.0
31082,336624.0,218258.0,316752.0,18086.0,9526.0,316358.0,79619.0,121157.0,25727.0,2297840.0,1089238.0,82498.0,2975.0
31083,71448.0,48291.0,68255.0,3510.0,2152.0,61054.0,14349.0,23708.0,4788.0,654775.0,185865.0,17443.0,599.0
31084,91169.0,66899.0,85298.0,2800.0,1048.0,88267.0,19559.0,34068.0,6344.0,665327.0,192232.0,23728.0,938.0
31085,108494.0,84466.0,102487.0,5046.0,2350.0,106058.0,19693.0,39062.0,7007.0,802259.0,445270.0,28637.0,1023.0
31087,180554.0,127978.0,170961.0,10580.0,5611.0,167318.0,37946.0,62875.0,11870.0,1244867.0,631842.0,46158.0,1766.0
31088,110162.0,73371.0,102768.0,5082.0,1777.0,109112.0,17201.0,41935.0,4902.0,622138.0,157772.0,28151.0,634.0
31089,210642.0,136535.0,197228.0,7863.0,3291.0,201119.0,50571.0,78358.0,16409.0,1456727.0,526679.0,52391.0,1756.0
31090,130757.0,91595.0,123585.0,5734.0,2391.0,128512.0,27334.0,49010.0,10276.0,962304.0,427781.0,33506.0,1568.0
31091,237000.0,160008.0,223181.0,14207.0,6807.0,226700.0,52549.0,84845.0,17005.0,1389903.0,734631.0,57016.0,2320.0
31092,348030.0,251263.0,327957.0,19055.0,8949.0,336826.0,70864.0,125128.0,23947.0,2085588.0,1181190.0,85187.0,3856.0
31093,114414.0,76223.0,106092.0,5033.0,1459.0,111773.0,21903.0,43013.0,7034.0,892742.0,407882.0,26004.0,675.0
31094,165072.0,99739.0,155636.0,8108.0,4924.0,151948.0,40412.0,59566.0,13404.0,1293771.0,463502.0,39347.0,1431.0
31096,296917.0,211955.0,279302.0,11149.0,4401.0,285856.0,63753.0,109034.0,22211.0,2206678.0,872556.0,77967.0,3311.0
31097,176274.0,129520.0,166200.0,6289.0,2877.0,172220.0,36351.0,64911.0,12421.0,1212635.0,566458.0,45501.0,2142.0
31098,24477.0,16749.0,22465.0,515.0,56.0,23699.0,5550.0,9540.0,2018.0,255916.0,19833.0,4530.0,81.0
31201,264375.0,177660.0,247750.0,15574.0,7411.0,246314.0,52739.0,92935.0,19276.0,1789379.0,671728.0,57726.0,2147.0
31204,341921.0,219539.0,319113.0,16684.0,8037.0,327560.0,77474.0,123966.0,27190.0,2237351.0,900075.0,75609.0,2665.0
31206,65432.0,23810.0,60658.0,2675.0,1285.0,63499.0,20204.0,21988.0,6482.0,401711.0,182406.0,12022.0,364.0
31207,56702.0,37586.0,52917.0,3618.0,2012.0,51028.0,12924.0,19399.0,4770.0,333207.0,131739.0,11580.0,599.0
31210,57119.0,32146.0,53614.0,1100.0,403.0,56226.0,10542.0,22134.0,3291.0,432170.0,103704.0,12044.0,463.0
31211,86694.0,50701.0,80983.0,3619.0,1660.0,84866.0,17475.0,32284.0,6100.0,637801.0,172510.0,20814.0,815.0
31213,21765.0,9009.0,19643.0,2140.0,735.0,17641.0,4060.0,6947.0,1649.0,113345.0,0.0,2017.0,47.0
31216,28305.0,19594.0,27020.0,1053.0,491.0,27058.0,3281.0,10036.0,1025.0,208450.0,107512.0,8001.0,217.0
31217,58343.0,32156.0,54834.0,1450.0,553.0,56322.0,12903.0,21388.0,4426.0,383251.0,127730.0,14523.0,604.0
31220,19893.0,12899.0,19013.0,472.0,295.0,19689.0,1358.0,7591.0,461.0,142995.0,28506.0,5252.0,216.0
31301,221821.0,150980.0,207366.0,9035.0,3716.0,217072.0,46415.0,81985.0,15249.0,1339764.0,533153.0,52768.0,2109.0
31302,70548.0,52333.0,65744.0,3385.0,1069.0,65800.0,8934.0,21920.0,2474.0,378496.0,133098.0,14634.0,561.0
31303,42547.0,34510.0,39838.0,610.0,232.0,42341.0,6597.0,15031.0,1548.0,230126.0,24128.0,10360.0,200.0
31304,17123.0,11073.0,16121.0,327.0,99.0,16568.0,4127.0,6535.0,1370.0,88835.0,4835.0,4330.0,224.0
31305,36483.0,23131.0,33930.0,813.0,223.0,35524.0,8316.0,13966.0,2781.0,173910.0,47733.0,8559.0,308.0
31307,14214.0,12482.0,13501.0,225.0,59.0,14088.0,1184.0,4922.0,317.0,100116.0,25843.0,4461.0,184.0
31308,17180.0,14183.0,16118.0,215.0,68.0,17051.0,3017.0,6264.0,1135.0,98924.0,40683.0,4817.0,94.0
31309,84071.0,53781.0,77994.0,3855.0,1879.0,82810.0,19462.0,31241.0,6734.0,476146.0,207119.0,18022.0,476.0
31312,101521.0,84910.0,95971.0,2259.0,863.0,100627.0,12610.0,35138.0,3140.0,561840.0,201861.0,26799.0,775.0
31313,440734.0,305360.0,411882.0,23972.0,10542.0,425152.0,82755.0,158534.0,27254.0,2672650.0,1159278.0,102542.0,3747.0
31314,41894.0,29785.0,39150.0,2161.0,827.0,38764.0,5339.0,13556.0,1294.0,373847.0,128208.0,9370.0,269.0
31315,52904.0,36966.0,47933.0,3002.0,1232.0,49812.0,7752.0,16905.0,1861.0,424224.0,166374.0,10155.0,323.0
31316,190135.0,141481.0,178919.0,9342.0,4468.0,184574.0,40445.0,69121.0,13011.0,1122544.0,639376.0,48313.0,2218.0
31318,14214.0,12482.0,13501.0,225.0,59.0,14088.0,1184.0,4922.0,317.0,100116.0,25843.0,4461.0,184.0
31320,133168.0,87368.0,124079.0,6806.0,3061.0,130702.0,30900.0,49224.0,10043.0,786947.0,302811.0,29892.0,973.0
31321,17180.0,14183.0,16118.0,215.0,68.0,17051.0,3017.0,6264.0,1135.0,98924.0,40683.0,4817.0,94.0
31322,96061.0,57986.0,87955.0,6346.0,2276.0,87215.0,14326.0,30884.0,4236.0,367617.0,164001.0,17389.0,580.0
31323,219269.0,152109.0,205386.0,8173.0,3669.0,215947.0,47215.0,81742.0,15989.0,1344967.0,557882.0,53233.0,2210.0
31324,23905.0,18751.0,22222.0,1100.0,395.0,23793.0,2322.0,8070.0,646.0,165396.0,31326.0,5446.0,141.0
31326,66985.0,56723.0,63190.0,1826.0,804.0,66313.0,5072.0,23014.0,1477.0,425239.0,142820.0,18046.0,409.0
31327,17123.0,11073.0,16121.0,327.0,99.0,16568.0,4127.0,6535.0,1370.0,88835.0,4835.0,4330.0,224.0
31328,3438.0,3331.0,3367.0,98.0,26.0,3328.0,429.0,1406.0,24.0,43491.0,0.0,944.0,0.0
31329,60867.0,49044.0,57064.0,914.0,385.0,60394.0,8600.0,21307.0,2149.0,327522.0,67809.0,15046.0,496.0
31331,53577.0,36464.0,50349.0,1358.0,439.0,52600.0,10303.0,20415.0,3377.0,276083.0,72044.0,13842.0,497.0
31401,244955.0,144713.0,228680.0,18341.0,8861.0,232066.0,61891.0,92966.0,18159.0,2066118.0,703188.0,45590.0,1312.0
31404,138285.0,71945.0,128664.0,7990.0,3532.0,128092.0,32469.0,50250.0,9038.0,1162184.0,303633.0,24523.0,593.0
31405,116408.0,50900.0,107827.0,6182.0,2437.0,108812.0,27231.0,44145.0,9177.0,880844.0,266744.0,19373.0,545.0
31406,137879.0,86575.0,129663.0,6741.0,2773.0,127230.0,24185.0,47090.0,7612.0,976515.0,488330.0,28429.0,866.0
31407,51103.0,29523.0,46884.0,3762.0,1345.0,46961.0,8904.0,17047.0,2680.0,165826.0,98008.0,9842.0,141.0
31408,114245.0,62762.0,105175.0,7034.0,2738.0,108477.0,24519.0,41339.0,7268.0,552417.0,180457.0,21151.0,628.0
31409,5983.0,2407.0,5463.0,411.0,141.0,3606.0,803.0,1234.0,208.0,36166.0,2499.0,127.0,0.0
31410,23777.0,20877.0,22762.0,1080.0,191.0,23703.0,1337.0,9770.0,180.0,211771.0,35284.0,7365.0,142.0
31411,8003.0,7696.0,7841.0,161.0,36.0,7956.0,312.0,3735.0,14.0,127943.0,0.0,3453.0,55.0
31415,122245.0,68462.0,114554.0,9185.0,4288.0,115703.0,31580.0,45068.0,8879.0,956089.0,414844.0,22901.0,831.0
31419,96207.0,53211.0,88985.0,6680.0,2665.0,89513.0,13607.0,32534.0,4501.0,461511.0,237470.0,16588.0,517.0
31501,279214.0,160771.0,260550.0,12128.0,5867.0,264329.0,74230.0,102750.0,25110.0,1850479.0,879968.0,63892.0,2458.0
31503,325294.0,212229.0,305002.0,12723.0,6136.0,305852.0,77645.0,118484.0,25917.0,2417447.0,880635.0,78622.0,3017.0
31510,382900.0,287916.0,360346.0,17540.0,7923.0,369910.0,78875.0,139171.0,26525.0,2674875.0,1170164.0,100731.0,4296.0
31512,87175.0,64625.0,82234.0,3843.0,1734.0,85068.0,17671.0,31395.0,5897.0,635161.0,335698.0,23029.0,926.0
31513,368408.0,234077.0,346146.0,16247.0,7979.0,343329.0,89765.0,132304.0,30217.0,2658452.0,1055835.0,88877.0,3755.0
31516,298533.0,215709.0,280847.0,11407.0,4429.0,288892.0,63998.0,110255.0,22395.0,2247419.0,850463.0,77579.0,3671.0
31518,177511.0,115636.0,166354.0,8575.0,4774.0,173004.0,43719.0,65868.0,15096.0,1251232.0,548033.0,42924.0,1901.0
31519,289952.0,212769.0,272139.0,12945.0,5969.0,278810.0,59650.0,104773.0,20444.0,2026460.0,864933.0,72827.0,2963.0
31520,121168.0,72825.0,113695.0,8307.0,3824.0,113478.0,29729.0,46202.0,9581.0,888568.0,301040.0,21996.0,563.0
31522,91312.0,73493.0,86168.0,4867.0,1986.0,86513.0,14434.0,35200.0,4728.0,770514.0,142462.0,23839.0,510.0
31523,68292.0,46363.0,64632.0,5661.0,2954.0,63169.0,15108.0,25123.0,4081.0,389708.0,78998.0,12746.0,371.0
31524,11973.0,8817.0,11045.0,768.0,158.0,11688.0,2019.0,4148.0,819.0,31108.0,0.0,2520.0,144.0
31525,90046.0,57193.0,84525.0,4662.0,2101.0,84046.0,19995.0,33417.0,6565.0,568909.0,103979.0,17137.0,569.0
31527,23826.0,16530.0,22656.0,3456.0,1858.0,22062.0,4015.0,8432.0,1032.0,135420.0,22843.0,5000.0,89.0
31532,91169.0,66899.0,85298.0,2800.0,1048.0,88267.0,19559.0,34068.0,6344.0,665327.0,192232.0,23728.0,938.0
31533,356772.0,239678.0,331429.0,20579.0,9145.0,336882.0,70148.0,123683.0,24091.0,2002334.0,781579.0,77003.0,2694.0
31535,174755.0,111425.0,161647.0,11094.0,4687.0,160317.0,33640.0,58219.0,11098.0,894604.0,377699.0,34807.0,1393.0
31537,140979.0,104812.0,132888.0,5640.0,2553.0,137202.0,26766.0,50969.0,9106.0,994422.0,500674.0,35914.0,1212.0
31539,296917.0,211955.0,279302.0,11149.0,4401.0,285856.0,63753.0,109034.0,22211.0,2206678.0,872556.0,77967.0,3311.0
31542,91169.0,66899.0,85298.0,2800.0,1048.0,88267.0,19559.0,34068.0,6344.0,665327.0,192232.0,23728.0,938.0
31543,274970.0,196649.0,257952.0,16554.0,8492.0,265617.0,61908.0,100249.0,20433.0,1981636.0,745480.0,68214.0,3314.0
31544,126729.0,77123.0,118546.0,5266.0,2065.0,119268.0,32248.0,45561.0,11038.0,744893.0,361883.0,29185.0,1159.0
31545,357712.0,251589.0,335458.0,21081.0,10701.0,346823.0,81767.0,129909.0,26262.0,2115889.0,1028989.0,85249.0,4251.0
31546,155381.0,101817.0,145925.0,11941.0,6200.0,147326.0,35808.0,55259.0,11865.0,945209.0,388486.0,34082.0,1944.0
31547,56702.0,37586.0,52917.0,3618.0,2012.0,51028.0,12924.0,19399.0,4770.0,333207.0,131739.0,11580.0,599.0
31548,123676.0,71465.0,114667.0,3476.0,981.0,121813.0,16986.0,45762.0,6139.0,764681.0,282341.0,27926.0,756.0
31549,117403.0,77293.0,111314.0,5456.0,2842.0,107383.0,25862.0,41714.0,8809.0,940178.0,340548.0,29540.0,898.0
31550,91132.0,53640.0,84649.0,3810.0,1562.0,85493.0,24558.0,32559.0,8458.0,536181.0,256146.0,19823.0,915.0
31551,186218.0,138232.0,175776.0,10444.0,5091.0,181287.0,37778.0,67243.0,12805.0,1215710.0,719878.0,48994.0,1991.0
31552,288870.0,194548.0,271063.0,12575.0,5976.0,269454.0,63749.0,102864.0,21686.0,2072555.0,654651.0,69053.0,2774.0
31553,225357.0,165634.0,212488.0,8556.0,3861.0,219195.0,45381.0,83149.0,16048.0,1708968.0,743500.0,59602.0,2376.0
31554,300815.0,214000.0,282053.0,16002.0,7949.0,282650.0,57097.0,105043.0,19854.0,1996312.0,628046.0,69377.0,2231.0
31555,426875.0,289867.0,401643.0,22779.0,11931.0,407001.0,98380.0,153886.0,32281.0,2765205.0,1270700.0,102031.0,4677.0
31556,76607.0,57215.0,71964.0,2873.0,990.0,72113.0,17105.0,27177.0,5775.0,619788.0,230450.0,20345.0,1165.0
31557,287964.0,206738.0,271942.0,12001.0,5019.0,279942.0,60064.0,106117.0,22181.0,2216239.0,969493.0,75578.0,3648.0
31558,141509.0,82533.0,130842.0,6950.0,2996.0,135207.0,27973.0,51713.0,10072.0,889008.0,336782.0,27928.0,1127.0
31560,157185.0,115240.0,147068.0,9606.0,4859.0,152737.0,37475.0,56446.0,11203.0,898283.0,485077.0,38623.0,1566.0
31561,26320.0,18303.0,25134.0,1850.0,1013.0,22160.0,4304.0,9209.0,1496.0,201723.0,54315.0,5695.0,75.0
31562,54906.0,43659.0,51690.0,2684.0,1175.0,54447.0,9496.0,19911.0,3433.0,392765.0,205264.0,14490.0,500.0
31563,238262.0,145441.0,223985.0,11239.0,5895.0,220804.0,58702.0,85115.0,20025.0,1669770.0,708058.0,55753.0,2240.0
31565,53588.0,40807.0,50797.0,2362.0,1175.0,51611.0,10197.0,19151.0,3574.0,409494.0,240006.0,14147.0,523.0
31566,100433.0,73745.0,94620.0,6329.0,2848.0,94175.0,21120.0,35609.0,6807.0,755208.0,253293.0,25345.0,1254.0
31567,54906.0,43659.0,51690.0,2684.0,1175.0,54447.0,9496.0,19911.0,3433.0,392765.0,205264.0,14490.0,500.0
31568,53588.0,40807.0,50797.0,2362.0,1175.0,51611.0,10197.0,19151.0,3574.0,409494.0,240006.0,14147.0,523.0
31569,87391.0,64005.0,82091.0,3278.0,1378.0,85591.0,16569.0,31818.0,5532.0,584928.0,260668.0,21767.0,689.0
31601,145359.0,75504.0,135112.0,9985.0,4954.0,134026.0,37385.0,50644.0,12603.0,921926.0,263763.0,25647.0,1001.0
31602,388642.0,244076.0,361905.0,16282.0,6633.0,374306.0,78531.0,142678.0,25482.0,2476240.0,846445.0,85566.0,3021.0
31605,150770.0,88554.0,138134.0,8220.0,3128.0,143370.0,22464.0,51281.0,6795.0,875790.0,356484.0,31100.0,686.0
31606,65336.0,37085.0,60398.0,4933.0,2117.0,61072.0,12173.0,21726.0,3729.0,266694.0,139444.0,12749.0,226.0
31620,298533.0,215709.0,280847.0,11407.0,4429.0,288892.0,63998.0,110255.0,22395.0,2247419.0,850463.0,77579.0,3671.0
31622,315342.0,221549.0,296204.0,16806.0,8101.0,305465.0,71926.0,114332.0,23294.0,1840328.0,924525.0,75463.0,3596.0
31623,105618.0,80304.0,99383.0,7050.0,3453.0,101970.0,22153.0,37313.0,6675.0,581563.0,408616.0,27267.0,1076.0
31624,283320.0,192535.0,264999.0,11611.0,4797.0,269564.0,60306.0,101229.0,20875.0,1926855.0,779025.0,66976.0,2969.0
31625,91169.0,66899.0,85298.0,2800.0,1048.0,88267.0,19559.0,34068.0,6344.0,665327.0,192232.0,23728.0,938.0
31626,184916.0,125220.0,174764.0,8210.0,3092.0,181833.0,39404.0,69436.0,14324.0,1289120.0,499289.0,45896.0,1898.0
31627,50157.0,33667.0,47192.0,2340.0,753.0,49195.0,11709.0,19080.0,4146.0,328157.0,116519.0,11779.0,653.0
31629,111798.0,74559.0,105528.0,5246.0,2085.0,110115.0,23987.0,41834.0,8916.0,810122.0,382770.0,28027.0,1142.0
31630,191760.0,142828.0,180476.0,9785.0,4661.0,186199.0,41086.0,69743.0,13144.0,1146610.0,639376.0,48695.0,2223.0
31631,152674.0,109761.0,143640.0,5723.0,2605.0,148224.0,32904.0,56438.0,11425.0,1053245.0,503641.0,38380.0,1719.0
31632,129449.0,90996.0,119775.0,6980.0,2714.0,126574.0,23954.0,46734.0,8077.0,869688.0,296004.0,28949.0,1173.0
31634,190135.0,141481.0,178919.0,9342.0,4468.0,184574.0,40445.0,69121.0,13011.0,1122544.0,639376.0,48313.0,2218.0
31635,326602.0,230275.0,307409.0,16455.0,7883.0,305808.0,73724.0,114941.0,24075.0,2283340.0,1048202.0,81357.0,3692.0
31636,86067.0,50974.0,79686.0,6607.0,3124.0,81712.0,16935.0,28888.0,5258.0,430907.0,186632.0,17125.0,371.0
31637,274032.0,203219.0,257666.0,12460.0,5516.0,263826.0,58925.0,98933.0,19233.0,1802065.0,869826.0,70574.0,3547.0
31638,141326.0,100566.0,132490.0,5140.0,1801.0,137462.0,31268.0,53148.0,10490.0,993484.0,308751.0,35507.0,1591.0
31639,369653.0,245140.0,346045.0,19973.0,9961.0,353806.0,90206.0,133902.0,29805.0,2260387.0,918978.0,83502.0,4442.0
31641,129291.0,76733.0,119783.0,6946.0,2685.0,120070.0,29688.0,44749.0,9756.0,623303.0,321279.0,26860.0,1007.0
31642,353994.0,262346.0,333038.0,16117.0,7129.0,341667.0,74442.0,128488.0,24924.0,2500825.0,1142560.0,93067.0,4094.0
31643,291201.0,200819.0,273787.0,11678.0,4263.0,284433.0,63337.0,109123.0,22454.0,2006216.0,750687.0,72424.0,3247.0
31645,162841.0,106195.0,150247.0,9847.0,4922.0,153912.0,37211.0,56726.0,11653.0,1060906.0,429552.0,34557.0,1722.0
31647,248376.0,182042.0,233655.0,9067.0,3676.0,239697.0,52289.0,91175.0,18249.0,1919262.0,733944.0,65800.0,3018.0
31648,1625.0,1347.0,1557.0,443.0,193.0,1625.0,641.0,622.0,133.0,24066.0,0.0,382.0,5.0
31649,66189.0,45546.0,63163.0,3348.0,2100.0,58616.0,13682.0,22749.0,4549.0,624512.0,185865.0,16727.0,585.0
31650,241897.0,168484.0,226678.0,11510.0,4532.0,231848.0,49108.0,86398.0,16908.0,1645428.0,735412.0,60796.0,2624.0
31698,9421.0,4069.0,8873.0,284.0,143.0,8119.0,2878.0,3693.0,992.0,83888.0,0.0,1359.0,74.0
31699,20655.0,14178.0,19238.0,1055.0,385.0,17905.0,2983.0,5998.0,657.0,150179.0,63651.0,4104.0,86.0
31701,323595.0,201426.0,302801.0,26903.0,13480.0,308617.0,81504.0,123630.0,25788.0,2412854.0,630373.0,62842.0,1938.0
31705,325963.0,207634.0,305402.0,14160.0,6282.0,308039.0,72250.0,119187.0,22682.0,2413222.0,776412.0,75156.0,2294.0
